"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P22","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.035,0.036,0,0
"P22","En blanco",0.054,0.026,0.11,0
"P22","No sabe",0.185,0.209,0.043,0
"P26","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.504,0.542,0.403,0.354
"P26","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.235,0.18,0.205,0.262
"P26","En blanco",0.129,0.082,0.227,0.07
"P26","No sabe",0.132,0.196,0.165,0.314
"P27","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.161,0.158,0.121,0.197
"P27","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.403,0.449,0.549,0.289
"P27","En blanco",0.286,0.294,0.22,0.338
"P27","No sabe",0.15,0.099,0.11,0.176
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.499,0.469,0.272,0.379
"P28","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.449,0.443,0.612,0.275
"P28","En blanco",0.044,0.029,0.016,0.153
"P28","No sabe",0.008,0.059,0.1,0.193
"P29","Lo votaría",0.503,0.492,0.31,0.41
"P29","Puede que lo vote",0.062,0.108,0.256,0.045
"P29","Nunca lo votaría",0.401,0.387,0.299,0.34
"P29","No sabe",0.034,0.013,0.135,0.205
"P30","Lo votaría",0.14,0.198,0.093,0.062
"P30","Puede que lo vote",0.178,0.119,0.189,0.117
"P30","Nunca lo votaría",0.593,0.579,0.582,0.532
"P30","No sabe",0.089,0.104,0.136,0.289
"P31","Lo votaría",0.083,0.084,0.047,0.072
"P31","Puede que lo vote",0.171,0.279,0.097,0.216
"P31","Nunca lo votaría",0.576,0.416,0.657,0.408
"P31","No sabe",0.17,0.221,0.199,0.304
"P32","Lo votaría",0.425,0.3,0.495,0.201
"P32","Puede que lo vote",0.041,0.257,0.198,0.098
"P32","Nunca lo votaría",0.491,0.413,0.213,0.471
"P32","No sabe",0.043,0.03,0.094,0.23
"P33","Lo votaría",0.077,0.061,0.08,0.056
"P33","Puede que lo vote",0.165,0.122,0.168,0.241
"P33","Nunca lo votaría",0.68,0.609,0.65,0.355
"P33","No sabe",0.078,0.208,0.102,0.348
"P34","Si",0.387,0.386,0.375,0.273
"P34","No",0.613,0.614,0.625,0.727
"PRESIDENTE","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0.35,0.341,0.212,0.334
"PRESIDENTE","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.221,0.281,0.138,0.141
"PRESIDENTE","Javier Milei a Presidente, Victoria Villarruel a Vicepresident por la Libertad Avanza",0.335,0.249,0.454,0.064
"PRESIDENTE","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.019,0.042,0.022,0.049
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.015,0.03,0.022,0.041
"PRESIDENTE","En blanco",0.033,0.016,0.013,0.073
"PRESIDENTE","No sabe",0.027,0.041,0.139,0.298
"DIPUTADOS","Martín Soria a Diputado Nacional por Unión por la Patria",0.433,0.41,0.229,0.507
"DIPUTADOS","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.061,0.067,0.138,0.1
"DIPUTADOS","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.175,0.163,0.166,0.296
"DIPUTADOS","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.194,0.244,0.34,0.037
"DIPUTADOS","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.017,0.019,0,0.015
"DIPUTADOS","En blanco",0.027,0.029,0.062,0.011
"DIPUTADOS","No sabe",0.093,0.068,0.065,0.034
