"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Weretilneck","Tortoriello","Horne","Rivero","Comarca Andina","Alto Valle","Valle medio","Valle inferior","Linea sur/meseta","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Mucho",0.458,0.529,0.384,0.391,0.438,0.497,0.58,0.345,0.45,0.63,0.465,0.575,0.428,0.473,0.59,0.549,0.405,0.45,0.447,0.682,0.439,0.353,0.471,0.542,0.586,0.4,0.495
"Bastante",0.238,0.232,0.244,0.217,0.244,0.266,0.213,0.193,0.266,0.251,0.304,0.222,0.233,0.225,0.274,0.316,0.217,0.198,0.258,0.071,0.348,0.259,0.261,0.297,0.261,0.341,0.226
"Poco",0.144,0.112,0.178,0.154,0.17,0.128,0.082,0.177,0.162,0.069,0.117,0.102,0.259,0.163,0.087,0.087,0.199,0.173,0.153,0.131,0.065,0.128,0.136,0.036,0.092,0.218,0.146
"Nada",0.126,0.097,0.156,0.177,0.128,0.09,0.081,0.237,0.089,0.036,0.099,0.078,0.08,0.12,0.047,0.017,0.084,0.156,0.106,0.077,0.147,0.177,0.119,0.078,0.055,0.041,0.106
"No sabe",0.034,0.03,0.038,0.061,0.02,0.019,0.044,0.048,0.033,0.014,0.015,0.023,0,0.019,0.002,0.031,0.095,0.023,0.036,0.039,0.001,0.083,0.013,0.047,0.006,0,0.027
