"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P13_imputada","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.335,0.312,0.275,0.349
"P13_imputada","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.209,0.253,0.158,0.168
"P13_imputada","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.081,0.121,0.041,0.141
"P13_imputada","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.333,0.232,0.476,0.178
"P13_imputada","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.019,0.045,0.018,0.048
"P13_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.015,0.027,0.022,0.056
"P13_imputada","En blanco",0.008,0.01,0.01,0.06
"PRESIDENTE_imputada","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0.355,0.354,0.281,0.375
"PRESIDENTE_imputada","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.226,0.291,0.181,0.205
"PRESIDENTE_imputada","Javier Milei a Presidente, Victoria Villarruel a Vicepresident por la Libertad Avanza",0.348,0.261,0.481,0.184
"PRESIDENTE_imputada","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.02,0.048,0.021,0.054
"PRESIDENTE_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.015,0.03,0.023,0.058
"PRESIDENTE_imputada","En blanco",0.036,0.016,0.013,0.124
"DIPUTADOS_imputada","Martín Soria a Diputado Nacional por Unión por la Patria",0.437,0.401,0.273,0.485
"DIPUTADOS_imputada","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.078,0.079,0.156,0.103
"DIPUTADOS_imputada","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.185,0.184,0.168,0.329
"DIPUTADOS_imputada","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.252,0.286,0.343,0.05
"DIPUTADOS_imputada","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.017,0.018,0,0.022
"DIPUTADOS_imputada","En blanco",0.031,0.032,0.06,0.011
