"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P13_imputada","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.228,0.055,0.637,0.313
"P13_imputada","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.329,0.024,0.03,0.019
"P13_imputada","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.174,0.085,0.039,0.035
"P13_imputada","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.219,0.819,0.283,0.595
"P13_imputada","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0,0.017,0.003,0.027
"P13_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.05,0,0.004,0
"P13_imputada","En blanco",0,0,0.004,0.011
"PRESIDENTE_imputada","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0.232,0.092,0.651,0.313
"PRESIDENTE_imputada","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.447,0.024,0.042,0.019
"PRESIDENTE_imputada","Javier Milei a Presidente, Victoria Villarruel a Vicepresident por la Libertad Avanza",0.269,0.821,0.283,0.595
"PRESIDENTE_imputada","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0,0.017,0.007,0.027
"PRESIDENTE_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.05,0,0.004,0
"PRESIDENTE_imputada","En blanco",0.002,0.046,0.013,0.046
"DIPUTADOS_imputada","Martín Soria a Diputado Nacional por Unión por la Patria",0.219,0.1,0.633,0.312
"DIPUTADOS_imputada","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.3,0.104,0.038,0.065
"DIPUTADOS_imputada","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.215,0.171,0.088,0.184
"DIPUTADOS_imputada","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.264,0.51,0.195,0.401
"DIPUTADOS_imputada","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0,0.072,0.005,0.027
"DIPUTADOS_imputada","En blanco",0.002,0.043,0.041,0.011
