"var","categoria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P13_imputada","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.466,0.091,0.861,0.69
"P13_imputada","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.26,0.035,0.018,0.024
"P13_imputada","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.21,0.038,0.026,0.016
"P13_imputada","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.064,0.828,0.027,0.22
"P13_imputada","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0,0.005,0,0.036
"P13_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0,0.003,0.056,0.014
"P13_imputada","En blanco",0,0,0.012,0
"PRESIDENTE_imputada","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0.499,0.102,0.87,0.697
"PRESIDENTE_imputada","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.345,0.045,0.024,0.024
"PRESIDENTE_imputada","Javier Milei a Presidente, Victoria Villarruel a Vicepresident por la Libertad Avanza",0.064,0.842,0.028,0.22
"PRESIDENTE_imputada","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0,0.005,0.005,0.04
"PRESIDENTE_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0,0.003,0.056,0.014
"PRESIDENTE_imputada","En blanco",0.092,0.003,0.017,0.005
"DIPUTADOS_imputada","Martín Soria a Diputado Nacional por Unión por la Patria",0.494,0.107,0.89,0.675
"DIPUTADOS_imputada","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.222,0.096,0.009,0.029
"DIPUTADOS_imputada","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.237,0.154,0.036,0.06
"DIPUTADOS_imputada","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.045,0.568,0.05,0.127
"DIPUTADOS_imputada","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0,0.012,0.002,0.095
"DIPUTADOS_imputada","En blanco",0.002,0.063,0.013,0.014
