"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Weretilneck","Tortoriello","Horne","Rivero","Comarca Andina","Alto Valle","Valle medio","Valle inferior","Linea sur/meseta","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Martín Soria a Diputado Nacional por Unión por la Patria",0.129,0.13,0.128,0.138,0.106,0.137,0.168,0.174,0.091,0.129,0.238,0.072,0.152,0.122,0.099,0.305,0.096,0.137,0.092,0.321,0.045,0.221,0.412,0.327,0.005,0.02,0.057
"Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.134,0.151,0.116,0.115,0.072,0.14,0.359,0.065,0.17,0.172,0.069,0.209,0.161,0.087,0.253,0.028,0,0.184,0.128,0.108,0.149,0.05,0.01,0.333,0.417,0.249,0.083
"Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.123,0.08,0.17,0.172,0.14,0.085,0.041,0.096,0.138,0.139,0.15,0.145,0.108,0.225,0.058,0.377,0,0.116,0.118,0.076,0.132,0.193,0.16,0.173,0.094,0.336,0.099
"Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.365,0.41,0.316,0.306,0.4,0.388,0.329,0.399,0.315,0.403,0.293,0.34,0.239,0.318,0.324,0.182,0.848,0.294,0.37,0.259,0.5,0.44,0.249,0.118,0.313,0.386,0.444
"Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.03,0.004,0.057,0.061,0.009,0.037,0.023,0.065,0.004,0.024,0.016,0.042,0.014,0.063,0.022,0.009,0,0.077,0.017,0,0.031,0,0.004,0.034,0,0,0.041
"En blanco",0.054,0.049,0.06,0.111,0.062,0.005,0,0.046,0.069,0.04,0.096,0.023,0.267,0.008,0.094,0.008,0,0.037,0.093,0,0.017,0,0,0.015,0,0.009,0.067
"No sabe",0.165,0.176,0.153,0.097,0.211,0.208,0.08,0.155,0.213,0.093,0.138,0.169,0.059,0.177,0.15,0.091,0.056,0.155,0.182,0.236,0.126,0.096,0.165,0,0.171,0,0.209
