"var","categoria","Tiene Decidido que va a ir a votar","Tiene dudas sobre si va a ir a  votar","Tiene Decidido que no va a ir a votar"
"P13_imputada","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.326,0.352,0.258
"P13_imputada","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.208,0.134,0.32
"P13_imputada","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.087,0.125,0.044
"P13_imputada","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.324,0.272,0.255
"P13_imputada","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.03,0,0.017
"P13_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.017,0.076,0.008
"P13_imputada","En blanco",0.008,0.041,0.098
"PRESIDENTE_imputada","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0.347,0.388,0.26
"PRESIDENTE_imputada","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.231,0.173,0.321
"PRESIDENTE_imputada","Javier Milei a Presidente, Victoria Villarruel a Vicepresident por la Libertad Avanza",0.337,0.31,0.254
"PRESIDENTE_imputada","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.031,0,0.017
"PRESIDENTE_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.018,0.077,0.008
"PRESIDENTE_imputada","En blanco",0.036,0.052,0.14
"DIPUTADOS_imputada","Martín Soria a Diputado Nacional por Unión por la Patria",0.414,0.465,0.498
"DIPUTADOS_imputada","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.092,0.065,0
"DIPUTADOS_imputada","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.195,0.257,0.086
"DIPUTADOS_imputada","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.252,0.187,0.276
"DIPUTADOS_imputada","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.018,0,0.017
"DIPUTADOS_imputada","En blanco",0.029,0.026,0.123
