"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Weretilneck","Tortoriello","Horne","Rivero","Comarca Andina","Alto Valle","Valle medio","Valle inferior","Linea sur/meseta","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.312,0.278,0.345,0.345,0.291,0.285,0.356,0.282,0.309,0.358,0.598,0.093,0.282,0.3,0.149,0.754,0.234,0.296,0.282,0.367,0.438,0.323,0.732,0.675,0.027,0.079,0.049
"Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.188,0.184,0.191,0.099,0.136,0.278,0.358,0.114,0.197,0.271,0.053,0.419,0.155,0.137,0.441,0.051,0.05,0.209,0.175,0.178,0.231,0.157,0.029,0.137,0.741,0.46,0.049
"Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.081,0.065,0.097,0.084,0.092,0.071,0.062,0.075,0.082,0.087,0.094,0.077,0.087,0.163,0.038,0.059,0.026,0.051,0.102,0.025,0.071,0.103,0.091,0.035,0.057,0.096,0.088
"Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.293,0.337,0.249,0.316,0.349,0.247,0.156,0.354,0.306,0.186,0.162,0.364,0.309,0.322,0.327,0.075,0.634,0.279,0.326,0.289,0.198,0.265,0.118,0.076,0.138,0.259,0.736
"Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.025,0.035,0.015,0.032,0.029,0.016,0.017,0.032,0.021,0.023,0.02,0.015,0.008,0.012,0.001,0.033,0.043,0.056,0.022,0.004,0,0.005,0.008,0.05,0.005,0,0.003
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.02,0.007,0.034,0.019,0.028,0.017,0.003,0.026,0.012,0.026,0.005,0.006,0.057,0.006,0.01,0.001,0.01,0.014,0.022,0.026,0.002,0.046,0.006,0.006,0.004,0,0.018
"En blanco",0.008,0.006,0.011,0.003,0.004,0.014,0.022,0.007,0.005,0.017,0.009,0.007,0.009,0.009,0.006,0,0,0.017,0.004,0,0.016,0.002,0.004,0,0.003,0.016,0.003
"No sabe",0.073,0.088,0.058,0.102,0.071,0.072,0.026,0.11,0.068,0.032,0.059,0.019,0.093,0.051,0.028,0.027,0.003,0.078,0.067,0.111,0.044,0.099,0.012,0.021,0.025,0.09,0.054
