"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P06","Tiene Decidido que va a ir a votar",0.941,0.901,0.781,0.522,0.39
"P06","Tiene dudas sobre si va a ir a  votar",0.045,0.087,0.142,0.235,0.397
"P06","Tiene Decidido que no va a ir a votar",0.014,0.012,0.077,0.243,0.213
"P08","Siempre",0.28,0.127,0.087,0.106,0.036
"P08","Casi siempre",0.364,0.423,0.197,0.094,0.238
"P08","Casi nunca",0.247,0.319,0.41,0.269,0.388
"P08","Nunca, pero esta es una excepción",0.109,0.131,0.306,0.531,0.338
"P12","Unión por la Patria",0.301,0.286,0.181,0.172,0.018
"P12","Juntos por el Cambio",0.25,0.21,0.204,0.108,0.25
"P12","Juntos Somos Río Negro",0.086,0.161,0.112,0.1,0.08
"P12","Liberales",0.162,0.148,0.196,0.109,0.006
"P12","Izquierda",0.065,0.041,0.011,0.098,0.116
"P12","Otro",0.051,0.029,0.056,0.043,0.09
"P12","No sabe",0.085,0.125,0.24,0.37,0.44
"P13","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.33,0.351,0.195,0.275,0.265
"P13","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.179,0.237,0.187,0.116,0.09
"P13","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.083,0.075,0.08,0.05,0.214
"P13","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.3,0.259,0.421,0.231,0.092
"P13","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.037,0.01,0.01,0.028,0.022
"P13","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.018,0.012,0.019,0.07,0
"P13","En blanco",0.006,0.008,0.006,0.028,0
"P13","No sabe",0.047,0.048,0.082,0.202,0.317
"P17","Totalmente seguro",0.723,0.656,0.545,0.449,0.394
"P17","Bastante seguro",0.097,0.177,0.15,0.044,0.137
"P17","Algo seguro",0.094,0.098,0.178,0.105,0.071
"P17","Para nada seguro",0.086,0.069,0.127,0.402,0.398
"P18","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0.345,0.244,0.233,0,0
"P18","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.159,0.156,0.324,0,0.239
"P18","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.056,0.165,0,0.335,0.49
"P18","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente el Frente de Izquierda",0.029,0,0.049,0,0
"P18","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.02,0.01,0,0,0
"P18","En blanco",0.329,0.387,0.394,0.665,0
"P18","No sabe",0.062,0.038,0,0,0.271
"P21","Sí",0.488,0.488,0.56,0.442,0.232
"P21","No",0.512,0.512,0.44,0.558,0.768
"P22","Martín Soria a Diputado Nacional por Unión por la Patria",0.091,0.082,0.198,0.458,0
"P22","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.155,0.106,0.154,0.035,1
"P22","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.165,0.109,0.031,0.036,0
"P22","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.383,0.432,0.258,0.182,0
"P22","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.02,0.013,0,0.219,0
"P22","En blanco",0.051,0.031,0.105,0.07,0
"P22","No sabe",0.135,0.227,0.254,0,0
"P26","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.511,0.5,0.423,0.362,0.555
"P26","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.233,0.208,0.273,0.246,0
"P26","En blanco",0.127,0.106,0.206,0.132,0
"P26","No sabe",0.129,0.186,0.098,0.26,0.445
"P27","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.164,0.165,0.196,0.056,0.147
"P27","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.411,0.417,0.471,0.339,0.437
"P27","En blanco",0.31,0.294,0.14,0.381,0
"P27","No sabe",0.115,0.124,0.193,0.224,0.416
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.495,0.518,0.338,0.278,0.303
"P28","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.43,0.406,0.577,0.504,0.697
"P28","En blanco",0.045,0.042,0.038,0.117,0
"P28","No sabe",0.03,0.034,0.047,0.101,0
"P29","Lo votaría",0.507,0.481,0.366,0.458,0.297
"P29","Puede que lo vote",0.055,0.114,0.205,0.017,0
"P29","Nunca lo votaría",0.388,0.373,0.329,0.422,0.703
"P29","No sabe",0.05,0.032,0.1,0.103,0
"P30","Lo votaría",0.14,0.11,0.151,0.161,0.429
"P30","Puede que lo vote",0.129,0.239,0.164,0.224,0
"P30","Nunca lo votaría",0.641,0.56,0.498,0.468,0.339
"P30","No sabe",0.09,0.091,0.187,0.147,0.232
"P31","Lo votaría",0.071,0.058,0.133,0.161,0
"P31","Puede que lo vote",0.198,0.189,0.145,0.122,0
"P31","Nunca lo votaría",0.597,0.512,0.493,0.476,0.44
"P31","No sabe",0.134,0.241,0.229,0.241,0.56
"P32","Lo votaría",0.391,0.381,0.44,0.529,0.326
"P32","Puede que lo vote",0.073,0.118,0.094,0.01,0.422
"P32","Nunca lo votaría",0.511,0.454,0.308,0.313,0.017
"P32","No sabe",0.025,0.047,0.158,0.148,0.235
"P33","Lo votaría",0.077,0.044,0.151,0.043,0
"P33","Puede que lo vote",0.162,0.169,0.168,0.178,0
"P33","Nunca lo votaría",0.661,0.699,0.553,0.514,0.427
"P33","No sabe",0.1,0.088,0.128,0.265,0.573
"P34","Si",0.435,0.381,0.197,0.231,0.428
"P34","No",0.565,0.619,0.803,0.769,0.572
"PRESIDENTE","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0.351,0.373,0.212,0.275,0.265
"PRESIDENTE","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.2,0.255,0.22,0.116,0.155
"PRESIDENTE","Javier Milei a Presidente, Victoria Villarruel a Vicepresident por la Libertad Avanza",0.306,0.269,0.421,0.255,0.206
"PRESIDENTE","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.039,0.01,0.013,0.028,0.022
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.019,0.012,0.019,0.07,0
"PRESIDENTE","En blanco",0.034,0.03,0.033,0.054,0
"PRESIDENTE","No sabe",0.051,0.051,0.082,0.202,0.352
"DIPUTADOS","Martín Soria a Diputado Nacional por Unión por la Patria",0.409,0.429,0.373,0.479,0.465
"DIPUTADOS","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.083,0.048,0.095,0.055,0.018
"DIPUTADOS","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.19,0.182,0.154,0.106,0.475
"DIPUTADOS","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.221,0.194,0.173,0.183,0
"DIPUTADOS","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.011,0.009,0,0.09,0.042
"DIPUTADOS","En blanco",0.026,0.024,0.054,0.043,0
"DIPUTADOS","No sabe",0.06,0.114,0.151,0.044,0
