"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P13_imputada","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.342,0.372,0.203,0.291,0.265
"P13_imputada","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.189,0.243,0.195,0.2,0.214
"P13_imputada","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.092,0.078,0.08,0.068,0.253
"P13_imputada","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.317,0.273,0.457,0.306,0.107
"P13_imputada","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.037,0.012,0.016,0.028,0.022
"P13_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.017,0.014,0.024,0.075,0
"P13_imputada","En blanco",0.006,0.008,0.025,0.032,0.139
"PRESIDENTE_imputada","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0.365,0.398,0.22,0.299,0.279
"PRESIDENTE_imputada","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.213,0.261,0.227,0.203,0.295
"PRESIDENTE_imputada","Javier Milei a Presidente, Victoria Villarruel a Vicepresident por la Libertad Avanza",0.328,0.284,0.459,0.336,0.229
"PRESIDENTE_imputada","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.04,0.013,0.018,0.028,0.022
"PRESIDENTE_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.019,0.014,0.024,0.077,0
"PRESIDENTE_imputada","En blanco",0.035,0.03,0.052,0.057,0.175
"DIPUTADOS_imputada","Martín Soria a Diputado Nacional por Unión por la Patria",0.407,0.439,0.42,0.463,0.425
"DIPUTADOS_imputada","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.089,0.085,0.113,0.055,0.017
"DIPUTADOS_imputada","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.201,0.197,0.155,0.133,0.517
"DIPUTADOS_imputada","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.266,0.232,0.26,0.221,0
"DIPUTADOS_imputada","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.012,0.012,0,0.085,0.041
"DIPUTADOS_imputada","En blanco",0.025,0.035,0.052,0.043,0
