"var","categoria","Si","Puede ser","No"
"P09","Toloza Paz",0.357,0.118,0.064
"P09","Diego Santilli",0.282,0.322,0.051
"P09","Facundo Manes",0.105,0.185,0.293
"P09","Florencio Randazzo",0.045,0.046,0.053
"P09","A los candidatos de la izquierda",0.026,0.09,0.038
"P09","Jose Luis Espert",0.072,0.049,0.042
"P09","Otros candidatos",0.054,0.064,0.008
"P09","Votaría en blanco o anularía",0.059,0.126,0.451
