"var","categoria","Mejor","Igual","Peor","No sabe"
"P09","Toloza Paz",0.845,0.413,0.08,0.264
"P09","Diego Santilli",0.028,0.164,0.402,0.087
"P09","Facundo Manes",0.042,0.106,0.188,0.12
"P09","Florencio Randazzo",0,0.041,0.058,0.114
"P09","A los candidatos de la izquierda",0.007,0.051,0.029,0.054
"P09","Jose Luis Espert",0.021,0.013,0.114,0.124
"P09","Otros candidatos",0.051,0.048,0.024,0.131
"P09","Votaría en blanco o anularía",0.006,0.164,0.105,0.106
