"var","categoria","Mejor","Igual","Peor","No sabe"
"P09","Toloza Paz",0.837,0.494,0.05,0.317
"P09","Diego Santilli",0.015,0.142,0.412,0.201
"P09","Facundo Manes",0.013,0.118,0.189,0.109
"P09","Florencio Randazzo",0.021,0.022,0.065,0.075
"P09","A los candidatos de la izquierda",0.007,0.045,0.02,0.062
"P09","Jose Luis Espert",0.023,0.027,0.127,0.055
"P09","Otros candidatos",0.027,0.05,0.03,0.134
"P09","Votaría en blanco o anularía",0.057,0.102,0.107,0.047
