"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P05","Mucho",0.559,0.357,0.217,0.203
"P05","Bastante",0.236,0.424,0.306,0.177
"P05","Poco",0.148,0.174,0.374,0.327
"P05","Nada",0.041,0.032,0.08,0.234
"P05","No sabe",0.016,0.013,0.023,0.059
"P08","Unión por la Patria",0.329,0.298,0.226,0.176
"P08","Juntos por el Cambio",0.361,0.371,0.325,0.221
"P08","Liberales",0.154,0.145,0.166,0.184
"P08","Izquierda",0.035,0.027,0.035,0.045
"P08","Otro",0.053,0.057,0.055,0.084
"P08","No sabe",0.068,0.102,0.193,0.29
"P09","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.27,0.247,0.208,0.145
"P09","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.085,0.086,0.081,0.056
"P09","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.256,0.279,0.221,0.142
"P09","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.105,0.104,0.105,0.102
"P09","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.187,0.168,0.204,0.297
"P09","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.013,0.015,0.026,0.028
"P09","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.02,0.03,0.024,0.03
"P09","Otros",0.034,0.024,0.034,0.034
"P09","En blanco",0.012,0.014,0.031,0.056
"P09","No sabe",0.018,0.033,0.066,0.11
"P18","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.249,0.231,0.209,0.191
"P18","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.1,0.106,0.096,0.065
"P18","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.253,0.267,0.235,0.185
"P18","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.127,0.125,0.129,0.104
"P18","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.162,0.147,0.145,0.181
"P18","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.017,0.019,0.031,0.03
"P18","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.019,0.023,0.025,0.025
"P18","Otros",0.028,0.027,0.037,0.044
"P18","En blanco",0.026,0.017,0.031,0.059
"P18","No sabe",0.019,0.038,0.062,0.116
"P25","Totalmente seguro",0.782,0.646,0.609,0.612
"P25","Bastante seguro",0.097,0.166,0.14,0.096
"P25","Algo seguro",0.058,0.113,0.123,0.088
"P25","Para nada seguro",0.063,0.075,0.128,0.204
"P26","Tiene Decidido que va a ir a votar",0.92,0.9,0.868,0.836
"P26","Tiene dudas sobre si va a ir a votar",0.05,0.071,0.088,0.08
"P26","Tiene Decidido que no va a ir a votar",0.03,0.029,0.044,0.084
"P27","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.333,0.328,0.286,0.229
"P27","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.329,0.336,0.308,0.203
"P27","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.179,0.178,0.217,0.319
"P27","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.031,0.03,0.032,0.04
"P27","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.03,0.037,0.036,0.044
"P27","Otros",0.052,0.043,0.055,0.045
"P27","En blanco",0.017,0.014,0.02,0.037
"P27","No sabe",0.029,0.034,0.046,0.083
"P28","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.33,0.331,0.292,0.214
"P28","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.269,0.296,0.256,0.198
"P28","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.221,0.217,0.26,0.333
"P28","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.03,0.026,0.031,0.03
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.03,0.033,0.034,0.051
"P28","Otros",0.064,0.046,0.043,0.045
"P28","En blanco",0.021,0.016,0.032,0.033
"P28","No sabe",0.035,0.035,0.052,0.096
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.385,0.359,0.327,0.254
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.43,0.47,0.464,0.41
"P33","En blanco",0.098,0.097,0.132,0.216
"P33","No sabe",0.087,0.074,0.077,0.12
"P34","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.4,0.395,0.389,0.312
"P34","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.225,0.228,0.228,0.343
"P34","En blanco",0.242,0.261,0.261,0.208
"P34","No sabe",0.133,0.116,0.122,0.137
"P35","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.382,0.355,0.325,0.281
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.369,0.412,0.369,0.31
"P35","En blanco",0.165,0.139,0.191,0.248
"P35","No sabe",0.084,0.094,0.115,0.161
