"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Si",0.523,0.552,0.496,0.52,0.515,0.555,0.494,0.534,0.5,0.538,0.538,0.538,0.454,0.523,0.544,0.515,0.516
"No",0.477,0.448,0.504,0.48,0.485,0.445,0.506,0.466,0.5,0.462,0.462,0.462,0.546,0.477,0.456,0.485,0.484
