"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.31,0.297,0.322,0.263,0.323,0.331,0.301,0.326,0.293,0.316,0.629,0.068,0.212,0.277,0.292,0.337,0.339
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.315,0.293,0.337,0.22,0.256,0.389,0.458,0.277,0.321,0.344,0.107,0.58,0.279,0.335,0.255,0.233,0.333
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.201,0.258,0.145,0.337,0.228,0.122,0.096,0.215,0.209,0.178,0.106,0.241,0.232,0.195,0.255,0.217,0.183
"Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.032,0.032,0.032,0.04,0.038,0.019,0.024,0.032,0.026,0.038,0.033,0.009,0.035,0.034,0.025,0.047,0.03
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.036,0.029,0.042,0.047,0.04,0.029,0.021,0.028,0.039,0.039,0.032,0.027,0.094,0.063,0.037,0.032,0.013
"Otros",0.048,0.045,0.052,0.043,0.054,0.049,0.042,0.056,0.047,0.043,0.047,0.042,0.062,0.046,0.064,0.06,0.043
"En blanco",0.018,0.016,0.02,0.013,0.02,0.02,0.018,0.02,0.02,0.014,0.02,0.008,0.03,0.016,0.025,0.019,0.018
"No sabe",0.04,0.03,0.05,0.037,0.041,0.041,0.04,0.046,0.045,0.028,0.026,0.025,0.056,0.034,0.047,0.055,0.041
