"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P05","Mucho",0.427,0.457,0.407,0.284
"P05","Bastante",0.269,0.35,0.362,0.288
"P05","Poco",0.251,0.167,0.183,0.294
"P05","Nada",0.035,0.023,0.041,0.102
"P05","No sabe",0.018,0.003,0.007,0.032
"P06","Siempre",0.312,0.233,0.275,0.219
"P06","Casi siempre",0.302,0.472,0.434,0.368
"P06","Casi nunca",0.279,0.243,0.216,0.336
"P06","Nunca, pero esta es una excepción",0.107,0.052,0.075,0.077
"P08","Unión por la Patria",0.372,0.602,0.234,0.294
"P08","Juntos por el Cambio",0.14,0.211,0.455,0.28
"P08","Liberales",0.225,0.062,0.212,0.059
"P08","Izquierda",0.19,0.021,0.009,0.029
"P08","Otro",0.034,0.044,0.036,0.067
"P08","No sabe",0.039,0.06,0.054,0.271
"P09","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.193,0.422,0.184,0.279
"P09","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.213,0.226,0.045,0.096
"P09","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.093,0.135,0.355,0.143
"P09","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.027,0.06,0.129,0.092
"P09","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.321,0.085,0.214,0.128
"P09","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.127,0.028,0.004,0.003
"P09","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0,0.016,0.027,0.052
"P09","Otros",0.015,0.015,0.018,0.057
"P09","En blanco",0.001,0,0.01,0.005
"P09","No sabe",0.01,0.013,0.014,0.145
"P18","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.277,0.387,0.168,0.197
"P18","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.179,0.222,0.071,0.17
"P18","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.125,0.096,0.335,0.156
"P18","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.063,0.104,0.158,0.104
"P18","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.212,0.071,0.177,0.139
"P18","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.084,0.047,0.009,0.007
"P18","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.018,0.025,0.021,0.024
"P18","Otros",0.012,0.032,0.021,0.047
"P18","En blanco",0.019,0.003,0.02,0.006
"P18","No sabe",0.011,0.013,0.02,0.15
"P25","Totalmente seguro",0.737,0.699,0.742,0.52
"P25","Bastante seguro",0.13,0.16,0.125,0.09
"P25","Algo seguro",0.078,0.089,0.077,0.179
"P25","Para nada seguro",0.055,0.052,0.056,0.211
"P26","Tiene Decidido que va a ir a votar",0.884,0.914,0.922,0.854
"P26","Tiene dudas sobre si va a ir a votar",0.061,0.06,0.051,0.086
"P26","Tiene Decidido que no va a ir a votar",0.055,0.026,0.027,0.06
"P27","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.297,0.63,0.223,0.378
"P27","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.115,0.151,0.428,0.155
"P27","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.314,0.076,0.227,0.153
"P27","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.214,0.046,0.009,0.025
"P27","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.018,0.022,0.034,0.049
"P27","Otros",0.029,0.045,0.038,0.08
"P27","En blanco",0.002,0.008,0.016,0.025
"P27","No sabe",0.011,0.022,0.025,0.135
