"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Siempre",0.226,0.244,0.209,0.209,0.222,0.242,0.239,0.264,0.201,0.22,0.218,0.302,0.103,0.238,0.233,0.177,0.22
"Casi siempre",0.359,0.354,0.365,0.272,0.35,0.419,0.432,0.294,0.368,0.42,0.441,0.381,0.203,0.351,0.326,0.361,0.38
"Casi nunca",0.288,0.288,0.287,0.322,0.313,0.257,0.218,0.301,0.286,0.275,0.245,0.234,0.633,0.286,0.281,0.335,0.286
"Nunca, pero esta es una excepción",0.127,0.114,0.139,0.197,0.115,0.082,0.111,0.141,0.145,0.085,0.096,0.083,0.061,0.125,0.16,0.127,0.114
