"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.35,0.335,0.365,0.32,0.364,0.372,0.319,0.352,0.338,0.362,0.692,0.095,0.269,0.337,0.324,0.374,0.368
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.453,0.464,0.443,0.397,0.418,0.496,0.531,0.414,0.453,0.489,0.158,0.757,0.466,0.467,0.444,0.426,0.449
"En blanco",0.115,0.13,0.099,0.201,0.122,0.076,0.064,0.128,0.119,0.098,0.088,0.088,0.14,0.12,0.113,0.095,0.113
"No sabe",0.082,0.071,0.093,0.082,0.096,0.056,0.086,0.106,0.09,0.051,0.062,0.06,0.125,0.076,0.119,0.105,0.07
