"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.358,0.338,0.376,0.328,0.379,0.373,0.336,0.382,0.35,0.34,0.668,0.098,0.31,0.266,0.362,0.389,0.429,0.712,0.636,0.035,0.158,0.078
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.249,0.22,0.274,0.151,0.19,0.34,0.427,0.223,0.227,0.314,0.082,0.518,0.205,0.28,0.187,0.214,0.259,0.11,0.139,0.852,0.496,0.06
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.258,0.324,0.199,0.363,0.289,0.168,0.135,0.242,0.293,0.224,0.157,0.306,0.327,0.274,0.34,0.277,0.2,0.115,0.102,0.064,0.174,0.814
"Los candidatos a presidente y vicepresidente de la izquierda",0.027,0.027,0.026,0.03,0.03,0.02,0.02,0.026,0.024,0.031,0.018,0.013,0.026,0.033,0.014,0.017,0.029,0.022,0.05,0.017,0.028,0.006
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.046,0.041,0.052,0.06,0.052,0.034,0.028,0.043,0.048,0.049,0.034,0.031,0.08,0.078,0.038,0.049,0.024,0.024,0.045,0.007,0.07,0.015
"En blanco",0.023,0.022,0.023,0.029,0.022,0.017,0.024,0.031,0.023,0.012,0.018,0.016,0.023,0.032,0.021,0.009,0.018,0.014,0.012,0.003,0.013,0.007
"No sabe",0.039,0.028,0.05,0.039,0.038,0.048,0.03,0.053,0.035,0.03,0.023,0.018,0.029,0.037,0.038,0.045,0.041,0.003,0.016,0.022,0.061,0.02
