"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Tiene Decidido que va a ir a votar",0.909,0.903,0.913,0.897,0.908,0.938,0.888,0.873,0.908,0.951,0.928,0.939,0.854,0.911,0.884,0.939,0.914,0.897,0.953,0.944,0.906,0.932
"Tiene dudas sobre si va a ir a  votar",0.068,0.076,0.061,0.087,0.067,0.047,0.07,0.095,0.069,0.036,0.059,0.045,0.104,0.06,0.096,0.03,0.067,0.078,0.039,0.041,0.086,0.058
"Tiene Decidido que no va a ir a votar",0.023,0.021,0.026,0.016,0.025,0.015,0.042,0.032,0.023,0.013,0.013,0.016,0.042,0.029,0.02,0.031,0.019,0.025,0.008,0.015,0.008,0.01
