"var","categoria","Unión por la Patria","Juntos por el Cambio","De los liberales libertarios","De la Izquierda","Hacemos por nuestro país","Otro","En blanco","No sabe"
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.788,0.186,0.134,0.135,0.135,0.143,0.216,0.187
"P13","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.095,0.654,0.092,0.06,0.036,0.07,0.06,0.048
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.089,0.107,0.724,0.12,0.174,0.211,0.136,0.215
"P13","Los candidatos a presidente y vicepresidente de la izquierda",0.008,0.006,0.01,0.518,0.014,0.066,0.015,0.006
"P13","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.008,0.016,0.028,0.065,0.603,0.177,0.036,0.104
"P13","En blanco",0.004,0.014,0.005,0.033,0.033,0.182,0.303,0.028
"P13","No sabe",0.008,0.017,0.007,0.069,0.005,0.151,0.234,0.412
"P26","Totalmente seguro",0.782,0.703,0.754,0.538,0.49,0.469,0.391,0.276
"P26","Bastante seguro",0.116,0.146,0.111,0.141,0.209,0.07,0.069,0.142
"P26","Algo seguro",0.063,0.086,0.096,0.141,0.152,0.134,0.115,0.145
"P26","Para nada seguro",0.039,0.065,0.039,0.18,0.149,0.327,0.425,0.437
"P27","Tiene Decidido que va a ir a votar",0.936,0.921,0.935,0.856,0.875,0.823,0.61,0.747
"P27","Tiene dudas sobre si va a ir a  votar",0.053,0.06,0.052,0.088,0.054,0.106,0.283,0.183
"P27","Tiene Decidido que no va a ir a votar",0.011,0.019,0.013,0.056,0.071,0.071,0.107,0.07
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.867,0.2,0.135,0.367,0.238,0.208,0.282,0.222
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.074,0.724,0.337,0.133,0.236,0.17,0.107,0.12
"P28","En blanco",0.032,0.037,0.348,0.233,0.315,0.152,0.352,0.092
"P28","No sabe",0.027,0.039,0.18,0.267,0.211,0.47,0.259,0.566
"P29","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.24,0.707,0.132,0.239,0.248,0.195,0.119,0.083
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.082,0.162,0.748,0.221,0.263,0.245,0.19,0.269
"P29","En blanco",0.451,0.074,0.063,0.369,0.285,0.194,0.401,0.115
"P29","No sabe",0.227,0.057,0.057,0.171,0.204,0.366,0.29,0.533
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.85,0.239,0.105,0.427,0.32,0.195,0.322,0.28
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.059,0.289,0.793,0.197,0.237,0.355,0.147,0.332
"P30","En blanco",0.066,0.28,0.061,0.254,0.273,0.13,0.404,0.077
"P30","No sabe",0.025,0.192,0.041,0.122,0.17,0.32,0.127,0.311
"P38","Inflación",0.4,0.314,0.332,0.317,0.305,0.167,0.233,0.193
"P38","Desempleo",0.108,0.075,0.063,0.061,0.044,0.19,0.141,0.082
"P38","Corrupción",0.126,0.403,0.438,0.267,0.411,0.373,0.213,0.354
"P38","Inseguridad",0.135,0.112,0.079,0.099,0.127,0.156,0.138,0.116
"P38","Precio del dólar",0.048,0.019,0.01,0.039,0.011,0.031,0,0.075
"P38","Pobreza",0.069,0.026,0.034,0.09,0.05,0.035,0.081,0.045
"P38","Narcotráfico",0.021,0.006,0.002,0.007,0.005,0,0.049,0.045
"P38","Tarifas",0.006,0.006,0.002,0.003,0,0,0.003,0.017
"P38","Otro",0.064,0.026,0.027,0.097,0.03,0.043,0.007,0.043
"P38","No sabe",0.023,0.013,0.013,0.02,0.017,0.005,0.135,0.03
