"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.418,0.385,0.447,0.388,0.44,0.43,0.397,0.459,0.404,0.39,0.749,0.122,0.363,0.337,0.424,0.486,0.472,0.806,0.81,0.075,0.166,0.073
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.333,0.334,0.333,0.269,0.285,0.393,0.467,0.298,0.315,0.403,0.091,0.648,0.354,0.377,0.286,0.263,0.332,0.102,0.096,0.878,0.63,0.333
"En blanco",0.133,0.164,0.106,0.227,0.133,0.079,0.061,0.101,0.168,0.119,0.09,0.119,0.155,0.156,0.164,0.114,0.101,0.055,0.069,0.027,0.06,0.428
"No sabe",0.116,0.117,0.114,0.116,0.142,0.098,0.075,0.142,0.113,0.088,0.07,0.111,0.128,0.13,0.126,0.137,0.095,0.037,0.025,0.02,0.144,0.166
