"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.372,0.346,0.395,0.339,0.393,0.395,0.343,0.402,0.362,0.349,0.679,0.099,0.321,0.276,0.377,0.402,0.444,0.715,0.652,0.036,0.181,0.077
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.256,0.226,0.283,0.155,0.198,0.349,0.436,0.231,0.234,0.32,0.085,0.526,0.21,0.285,0.19,0.227,0.27,0.11,0.139,0.871,0.503,0.063
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.269,0.334,0.21,0.379,0.298,0.178,0.142,0.257,0.301,0.235,0.162,0.313,0.336,0.288,0.353,0.285,0.209,0.115,0.102,0.066,0.191,0.83
"Los candidatos a presidente y vicepresidente de la izquierda",0.028,0.028,0.028,0.033,0.031,0.021,0.022,0.028,0.026,0.032,0.019,0.014,0.026,0.034,0.014,0.017,0.032,0.022,0.05,0.017,0.032,0.008
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.049,0.042,0.056,0.06,0.056,0.036,0.033,0.047,0.05,0.051,0.037,0.032,0.082,0.082,0.041,0.049,0.026,0.024,0.045,0.007,0.079,0.015
"En blanco",0.026,0.024,0.028,0.034,0.024,0.021,0.024,0.035,0.027,0.013,0.018,0.016,0.025,0.035,0.025,0.02,0.019,0.014,0.012,0.003,0.014,0.007
