"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.423,0.399,0.445,0.374,0.45,0.445,0.408,0.468,0.389,0.421,0.73,0.155,0.356,0.345,0.398,0.518,0.487,0.796,0.741,0.117,0.323,0.034
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.329,0.391,0.272,0.444,0.346,0.269,0.189,0.272,0.365,0.34,0.158,0.475,0.339,0.368,0.382,0.315,0.271,0.08,0.112,0.308,0.305,0.869
"En blanco",0.145,0.13,0.159,0.141,0.105,0.165,0.218,0.134,0.148,0.154,0.07,0.21,0.2,0.171,0.132,0.119,0.134,0.077,0.096,0.387,0.25,0.042
"No sabe",0.103,0.08,0.124,0.041,0.099,0.121,0.185,0.126,0.098,0.085,0.042,0.16,0.105,0.116,0.088,0.048,0.108,0.047,0.051,0.188,0.122,0.055
