"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Fernandez","Macri","Lavagna"
"Los robos",0.264,0.26,0.268,0.337,0.285,0.19,0.241,0.291,0.209,0.318,0.208,0.273,0.307,0.265,0.266,0.23
"El narcotráfico",0.269,0.262,0.276,0.134,0.272,0.362,0.271,0.276,0.273,0.256,0.306,0.284,0.234,0.284,0.274,0.346
"La ausencia de patrulleros y personal policial",0.177,0.172,0.181,0.262,0.181,0.151,0.108,0.182,0.187,0.157,0.201,0.189,0.152,0.155,0.187,0.21
"Otro",0.179,0.19,0.168,0.158,0.158,0.217,0.199,0.141,0.187,0.206,0.162,0.169,0.196,0.163,0.193,0.15
"Ninguno",0.111,0.116,0.107,0.109,0.104,0.08,0.181,0.11,0.144,0.063,0.123,0.085,0.111,0.133,0.08,0.064
