"var","categoria","Positiva","Neutra","Negativa","No sabe"
"aysa_1","Si",0.848,0.858,0.776,0.793
"aysa_1","No",0.152,0.142,0.224,0.207
"aysa_2","A la empresa Aysa en forma directa",0.824,0.82,0.838,0.824
"aysa_2","Al Country, barrio, consorcio donde vivo y está conectada a la de la empresa Aysa",0.065,0.034,0.05,0.004
"aysa_2","Es una red desvinculada de la empresa Aysa",0.058,0.081,0.048,0.126
"aysa_2","No sabe",0.053,0.065,0.064,0.046
"aysa_3","Si desmejoró",0.289,0.352,0.536,0.376
"aysa_3","No desmejoró",0.711,0.648,0.464,0.624
"aysa_4","Color",0.201,0.304,0.272,0.184
"aysa_4","Olor",0.259,0.231,0.192,0.125
"aysa_4","Gusto",0.305,0.35,0.331,0.29
"aysa_4","Presión",0.235,0.115,0.205,0.401
"aysa_5","No",0.343,0.371,0.366,0.374
"aysa_5","Si. A la empresa AySA en forma directa",0.586,0.536,0.529,0.463
"aysa_5","Si. Al Country, barrio, consorcio donde vivo y está conectada a la de la empresa AySA",0.043,0.027,0.025,0.034
"aysa_5","Si. Es una red desvinculada de la empresa AySA",0.015,0.028,0.042,0.054
"aysa_5","No sabe",0.013,0.038,0.038,0.075
"aysa_6","Si desmejoró",0.209,0.277,0.436,0.218
"aysa_6","No desmejoró",0.791,0.723,0.564,0.782
"aysa_7","Tapa rota",0.693,0.587,0.428,0.439
"aysa_7","Boca de acceso rota",0.066,0.063,0.11,0.121
"aysa_7","Filtraciones en el sótano",0.086,0.01,0.04,0.04
"aysa_7","Olor químico en la cloaca",0.007,0.142,0.166,0.09
"aysa_7","Taponamiento",0.039,0.092,0.106,0.158
"aysa_7","Otro",0.109,0.106,0.15,0.152
