"var","categoria","Mejor","Igual","Peor","No sabe"
"P11","A Tolosa Paz por el Frente de todos",0.723,0.447,0.177,0.394
"P11","A Santilli y Manes por Juntos",0.203,0.271,0.547,0.206
"P11","A Del Caño por el Frente de Izquierda",0.014,0.02,0.038,0.081
"P11","A Espert por Avanza libertad",0.003,0.062,0.109,0.048
"P11","A Randazo por “Vamos con vos""",0.018,0.031,0.012,0
"P11","A Hotton por “+Valores”",0,0.047,0.008,0
"P11","Votaría en blanco o anularía",0.039,0.122,0.109,0.271
