"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.357,0.314,0.395,0.27,0.345,0.368,0.489,0.367,0.32,0.407,0.232,0.565,0.455,0.347,0.376,0.237,0.372,0.809,0.503,0.13
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.238,0.319,0.165,0.352,0.236,0.183,0.157,0.218,0.272,0.205,0.14,0.318,0.36,0.212,0.287,0.099,0.166,0.153,0.297,0.714
"En blanco",0.246,0.234,0.257,0.207,0.264,0.289,0.202,0.24,0.248,0.251,0.414,0.055,0.124,0.268,0.205,0.434,0.339,0.017,0.107,0.064
"No sabe",0.159,0.133,0.183,0.171,0.155,0.16,0.152,0.175,0.16,0.137,0.214,0.062,0.061,0.173,0.132,0.23,0.123,0.021,0.093,0.092
