"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Unión por la Patria",0.395,0.363,0.425,0.344,0.432,0.423,0.354,0.404,0.375,0.421,0.659,0.115,0.196,0.415,0.356,0.732,0.54,0.062,0.116,0.103
"Juntos por el Cambio",0.271,0.23,0.307,0.223,0.205,0.317,0.436,0.269,0.267,0.279,0.125,0.527,0.355,0.268,0.275,0.13,0.18,0.783,0.532,0.121
"De los liberales libertarios",0.223,0.301,0.153,0.337,0.228,0.157,0.121,0.205,0.252,0.195,0.146,0.276,0.276,0.205,0.259,0.086,0.183,0.107,0.213,0.678
"De la Izquierda",0.033,0.023,0.042,0.036,0.033,0.029,0.035,0.03,0.031,0.041,0.025,0.015,0.057,0.031,0.039,0.016,0.037,0.011,0.039,0.017
"Hacemos por nuestro país",0.022,0.023,0.021,0.026,0.025,0.017,0.016,0.018,0.021,0.029,0.01,0.037,0.037,0.022,0.022,0.006,0.013,0.022,0.033,0.035
"Otro",0.032,0.035,0.029,0.025,0.044,0.029,0.02,0.043,0.029,0.023,0.019,0.022,0.045,0.036,0.024,0.019,0.02,0.014,0.013,0.031
"En blanco",0.024,0.025,0.023,0.009,0.033,0.028,0.018,0.031,0.025,0.012,0.016,0.008,0.034,0.023,0.025,0.011,0.027,0.001,0.054,0.015
