"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.474,0.447,0.499,0.426,0.509,0.493,0.438,0.507,0.46,0.458,0.768,0.153,0.331,0.505,0.416,0.823,0.732,0.061,0.19,0.125
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.326,0.319,0.332,0.249,0.302,0.359,0.441,0.335,0.295,0.367,0.123,0.646,0.369,0.313,0.351,0.099,0.175,0.872,0.59,0.371
"En blanco",0.101,0.141,0.066,0.193,0.084,0.069,0.057,0.057,0.141,0.089,0.059,0.115,0.122,0.09,0.123,0.035,0.068,0.027,0.103,0.299
"No sabe",0.099,0.093,0.103,0.132,0.105,0.079,0.064,0.101,0.104,0.086,0.05,0.086,0.178,0.092,0.11,0.043,0.025,0.04,0.117,0.205
