"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa Presidente, Agustin Rossi Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.448,0.413,0.479,0.456,0.471,0.451,0.38,0.444,0.459,0.434,0.726,0.137,0.305,0.476,0.394,0.792,0.626,0.056,0.116,0.129
"Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.265,0.232,0.293,0.173,0.201,0.339,0.433,0.277,0.228,0.312,0.1,0.541,0.286,0.254,0.286,0.11,0.135,0.837,0.505,0.086
"Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.217,0.282,0.16,0.29,0.244,0.17,0.123,0.21,0.244,0.181,0.133,0.274,0.268,0.2,0.251,0.073,0.172,0.082,0.195,0.735
"Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de la izquierda",0.03,0.033,0.027,0.044,0.032,0.012,0.029,0.03,0.031,0.028,0.019,0.011,0.058,0.031,0.026,0.012,0.026,0.003,0.079,0.009
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.024,0.018,0.03,0.02,0.032,0.016,0.024,0.02,0.021,0.034,0.017,0.021,0.083,0.024,0.025,0.009,0.025,0.02,0.052,0.019
"En blanco",0.016,0.022,0.011,0.017,0.02,0.012,0.011,0.019,0.017,0.011,0.005,0.016,0,0.015,0.018,0.004,0.016,0.002,0.053,0.022
