"var","categoria","Inflación","Desempleo","Corrupción","Inseguridad","Precio del dólar","Pobreza","Narcotráfico","Tarifas","Otro","No sabe"
"P10","Unión por la Patria",0.479,0.519,0.149,0.449,0.698,0.731,0.731,0.651,0.581,0.612
"P10","Juntos por el Cambio",0.225,0.251,0.379,0.244,0.082,0.084,0.013,0.263,0.151,0.048
"P10","De los liberales libertarios",0.211,0.094,0.325,0.197,0.117,0.077,0.077,0.086,0.153,0.143
"P10","De la Izquierda",0.034,0.015,0.05,0.021,0.006,0.043,0.04,0,0.092,0
"P10","Hacemos por nuestro país",0.015,0.006,0.028,0.013,0,0.027,0.028,0,0.005,0
"P10","Otro",0.008,0.045,0.021,0.036,0.059,0.003,0,0,0.007,0.022
"P10","En blanco",0.001,0.014,0.014,0.016,0,0.014,0,0,0,0
"P10","No sabe",0.027,0.056,0.034,0.024,0.038,0.021,0.111,0,0.011,0.175
"P20","Sergio Massa Presidente, Agustin Rossi Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.548,0.503,0.157,0.493,0.768,0.703,0.764,0.662,0.576,0.637
"P20","Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.213,0.172,0.422,0.204,0.079,0.105,0.013,0.338,0.172,0.301
"P20","Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.182,0.173,0.3,0.211,0.006,0.107,0,0,0.095,0.048
"P20","Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de la izquierda",0.019,0.042,0.038,0.013,0.006,0.04,0.039,0,0.138,0
"P20","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.014,0.016,0.03,0.022,0.132,0.022,0.075,0,0,0.014
"P20","En blanco",0.002,0.01,0.018,0.001,0,0.019,0,0,0,0
"P20","No sabe",0.022,0.084,0.035,0.056,0.009,0.004,0.109,0,0.019,0
"P26","Totalmente seguro",0.782,0.637,0.738,0.762,0.779,0.806,0.785,0.914,0.951,0.546
"P26","Bastante seguro",0.109,0.11,0.087,0.072,0.056,0.104,0,0.086,0.025,0.245
"P26","Algo seguro",0.061,0.155,0.087,0.066,0.019,0.029,0.104,0,0,0.034
"P26","Para nada seguro",0.048,0.098,0.088,0.1,0.146,0.061,0.111,0,0.024,0.175
"P27","Tiene Decidido que va a ir a votar",0.936,0.947,0.934,0.882,0.932,0.979,0.849,0.914,0.976,0.825
"P27","Tiene dudas sobre si va a ir a  votar",0.045,0.044,0.05,0.099,0.068,0,0.111,0.086,0.015,0.175
"P27","Tiene Decidido que no va a ir a votar",0.019,0.009,0.016,0.019,0,0.021,0.04,0,0.009,0
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.531,0.63,0.175,0.522,0.718,0.809,0.759,0.65,0.619,0.563
