"var","categoria","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.066,0.568,0.634,0.63
"P28","En blanco",0.018,0.242,0.146,0.043
"P28","No sabe",0.027,0.147,0.067,0.268
"P29","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.326,0.234,0.577,0.569
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.035,0.696,0.106,0.108
"P29","En blanco",0.422,0.028,0.274,0.017
"P29","No sabe",0.217,0.042,0.043,0.306
"P38","Inflación",0.4,0.354,0.223,0.223
"P38","Desempleo",0.103,0.049,0.082,0.082
"P38","Corrupción",0.129,0.442,0.432,0.384
"P38","Inseguridad",0.139,0.107,0.133,0.184
"P38","Precio del dólar",0.054,0.011,0.005,0.037
"P38","Pobreza",0.075,0.004,0.061,0.013
"P38","Narcotráfico",0.018,0,0.012,0.012
"P38","Tarifas",0.004,0.002,0,0.006
"P38","Otro",0.058,0.029,0.051,0.033
"P38","No sabe",0.02,0.002,0.001,0.026
"GOBERNADOR","Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.741,0.08,0.144,0.052
"GOBERNADOR","Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.118,0.293,0.575,0.502
"GOBERNADOR","Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.068,0.518,0.108,0.102
"GOBERNADOR","Gobernador y vicegobernador de la izquierda",0.03,0.029,0.079,0.035
"GOBERNADOR","En blanco",0.037,0.058,0.075,0.112
"GOBERNADOR","No sabe",0.006,0.022,0.019,0.197
"CORTA_GOBERNADOR","Si",0.115,0.206,0.146,0.103
"CORTA_GOBERNADOR","No",0.885,0.794,0.854,0.897
"P10_imputada","Unión por la Patria",0.753,0.075,0.173,0.114
"P10_imputada","Juntos por el Cambio",0.115,0.266,0.582,0.611
"P10_imputada","De los liberales libertarios",0.072,0.6,0.1,0.058
"P10_imputada","De la Izquierda",0.032,0.016,0.073,0.059
"P10_imputada","Hacemos por nuestro país",0.012,0.023,0.018,0.028
"P10_imputada","Otro",0.01,0.018,0.018,0.105
"P10_imputada","En blanco",0.006,0.002,0.036,0.025
"P20_imputada","Sergio Massa Presidente, Agustin Rossi Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.826,0.075,0.172,0.147
"P20_imputada","Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.096,0.259,0.636,0.622
"P20_imputada","Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.041,0.606,0.048,0.103
"P20_imputada","Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de la izquierda",0.023,0.023,0.08,0.047
"P20_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.014,0.026,0.034,0.061
"P20_imputada","En blanco",0,0.011,0.03,0.02
"GOBERNADOR_imputada","Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.748,0.083,0.144,0.063
"GOBERNADOR_imputada","Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.116,0.303,0.588,0.614
"GOBERNADOR_imputada","Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.068,0.527,0.109,0.121
"GOBERNADOR_imputada","Gobernador y vicegobernador de la izquierda",0.031,0.028,0.082,0.057
"GOBERNADOR_imputada","En blanco",0.037,0.059,0.077,0.145
