"var","categoria","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P10","Unión por la Patria",0.746,0.069,0.171,0.081
"P10","Juntos por el Cambio",0.109,0.256,0.578,0.563
"P10","De los liberales libertarios",0.072,0.592,0.1,0.042
"P10","De la Izquierda",0.031,0.015,0.073,0.049
"P10","Hacemos por nuestro país",0.012,0.018,0.018,0.028
"P10","Otro",0.011,0.018,0.018,0.085
"P10","En blanco",0.004,0.001,0.036,0.026
"P10","No sabe",0.015,0.031,0.006,0.126
"P20","Sergio Massa Presidente, Agustin Rossi Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.822,0.065,0.164,0.074
"P20","Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.094,0.255,0.631,0.562
"P20","Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.041,0.598,0.047,0.057
"P20","Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de la izquierda",0.022,0.023,0.075,0.035
"P20","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.015,0.026,0.034,0.054
"P20","En blanco",0,0.011,0.03,0.021
"P20","No sabe",0.006,0.022,0.019,0.197
"P26","Totalmente seguro",0.812,0.743,0.752,0.53
"P26","Bastante seguro",0.07,0.136,0.097,0.083
"P26","Algo seguro",0.066,0.074,0.055,0.128
"P26","Para nada seguro",0.052,0.047,0.096,0.259
"P27","Tiene Decidido que va a ir a votar",0.96,0.896,0.89,0.834
"P27","Tiene dudas sobre si va a ir a  votar",0.025,0.078,0.085,0.157
"P27","Tiene Decidido que no va a ir a votar",0.015,0.026,0.025,0.009
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.889,0.043,0.153,0.059
