"fecha","t1 Positiva","t1 Neutra","t1 Negativa","t1 No sabe","s1 Positiva","s1 Neutra","s1 Negativa","s1 No sabe","s2 Positiva","s2 Neutra","s2 Negativa","s2 No sabe","e1 Positiva","e1 Neutra","e1 Negativa","e1 No sabe","e2 Positiva","e2 Neutra","e2 Negativa","e2 No sabe","e3 Positiva","e3 Neutra","e3 Negativa","e3 No sabe","e4 Positiva","e4 Neutra","e4 Negativa","e4 No sabe","ed1 Positiva","ed1 Neutra","ed1 Negativa","ed1 No sabe","ed2 Positiva","ed2 Neutra","ed2 Negativa","ed2 No sabe","ed3 Positiva","ed3 Neutra","ed3 Negativa","ed3 No sabe","v1 Positiva","v1 Neutra","v1 Negativa","v1 No sabe","v2 Positiva","v2 Neutra","v2 Negativa","v2 No sabe","v3 Positiva","v3 Neutra","v3 Negativa","v3 No sabe","z1 Positiva","z1 Neutra","z1 Negativa","z1 No sabe","z2 Positiva","z2 Neutra","z2 Negativa","z2 No sabe","z3 Positiva","z3 Neutra","z3 Negativa","z3 No sabe","z4 Positiva","z4 Neutra","z4 Negativa","z4 No sabe","vb1 Positiva","vb1 Neutra","vb1 Negativa","vb1 No sabe","vb2 Positiva","vb2 Neutra","vb2 Negativa","vb2 No sabe"
2024-03-03,0.408,0.16,0.373,0.059,0.392,0.166,0.382,0.06,0.421,0.154,0.366,0.059,0.391,0.124,0.4,0.085,0.448,0.148,0.356,0.048,0.382,0.225,0.336,0.057,0.372,0.144,0.431,0.053,0.397,0.207,0.344,0.052,0.415,0.144,0.386,0.055,0.408,0.138,0.382,0.072,0.392,0.183,0.351,0.074,0.382,0.155,0.416,0.047,0.406,0.213,0.346,0.035,0.434,0.137,0.376,0.053,0.373,0.176,0.392,0.059,0.394,0.229,0.312,0.065,0.4,0.163,0.372,0.065,0.38,0.204,0.358,0.058,0.388,0.179,0.368,0.065
2024-03-04,0.337,0.233,0.352,0.078,0.323,0.237,0.368,0.072,0.352,0.228,0.336,0.084,0.341,0.201,0.357,0.101,0.364,0.221,0.352,0.063,0.296,0.308,0.321,0.075,0.325,0.196,0.391,0.088,0.326,0.271,0.331,0.072,0.331,0.23,0.358,0.081,0.354,0.204,0.361,0.081,0.325,0.257,0.34,0.078,0.324,0.22,0.378,0.078,0.288,0.285,0.355,0.072,0.369,0.209,0.359,0.063,0.285,0.297,0.336,0.082,0.292,0.308,0.3,0.1,0.336,0.219,0.358,0.087,0.303,0.269,0.352,0.076,0.328,0.256,0.332,0.084
2024-03-05,0.3,0.272,0.343,0.085,0.297,0.277,0.357,0.069,0.303,0.266,0.331,0.1,0.307,0.231,0.341,0.121,0.308,0.275,0.349,0.068,0.274,0.339,0.316,0.071,0.307,0.224,0.372,0.097,0.294,0.3,0.324,0.082,0.289,0.281,0.344,0.086,0.318,0.235,0.36,0.087,0.286,0.292,0.335,0.087,0.29,0.261,0.366,0.083,0.247,0.322,0.331,0.1,0.33,0.241,0.357,0.072,0.279,0.323,0.31,0.088,0.256,0.323,0.323,0.098,0.288,0.272,0.347,0.093,0.278,0.299,0.346,0.077,0.305,0.281,0.333,0.081
2024-03-06,0.277,0.308,0.328,0.087,0.276,0.312,0.344,0.068,0.277,0.304,0.314,0.105,0.283,0.258,0.344,0.115,0.275,0.321,0.334,0.07,0.259,0.366,0.297,0.078,0.296,0.263,0.34,0.101,0.267,0.355,0.296,0.082,0.271,0.311,0.328,0.09,0.292,0.262,0.358,0.088,0.264,0.327,0.318,0.091,0.273,0.298,0.348,0.081,0.236,0.382,0.295,0.087,0.306,0.275,0.347,0.072,0.259,0.352,0.295,0.094,0.231,0.364,0.302,0.103,0.264,0.312,0.329,0.095,0.259,0.332,0.33,0.079,0.284,0.326,0.315,0.075
2024-03-07,0.248,0.336,0.321,0.095,0.245,0.339,0.349,0.067,0.25,0.334,0.294,0.122,0.251,0.297,0.334,0.118,0.247,0.348,0.318,0.087,0.234,0.387,0.301,0.078,0.264,0.293,0.336,0.107,0.245,0.364,0.294,0.097,0.242,0.353,0.31,0.095,0.257,0.294,0.356,0.093,0.241,0.367,0.296,0.096,0.241,0.317,0.352,0.09,0.217,0.415,0.276,0.092,0.275,0.31,0.336,0.079,0.243,0.36,0.286,0.111,0.213,0.38,0.321,0.086,0.23,0.345,0.32,0.105,0.232,0.367,0.311,0.09,0.237,0.347,0.326,0.09
2024-03-08,0.216,0.372,0.312,0.1,0.212,0.378,0.341,0.069,0.221,0.367,0.282,0.13,0.212,0.348,0.319,0.121,0.205,0.388,0.314,0.093,0.216,0.406,0.294,0.084,0.247,0.322,0.32,0.111,0.238,0.379,0.285,0.098,0.202,0.391,0.301,0.106,0.215,0.344,0.347,0.094,0.203,0.397,0.302,0.098,0.217,0.368,0.318,0.097,0.216,0.424,0.278,0.082,0.243,0.346,0.327,0.084,0.217,0.39,0.271,0.122,0.194,0.414,0.311,0.081,0.197,0.382,0.313,0.108,0.209,0.39,0.307,0.094,0.208,0.389,0.311,0.092
2024-03-09,0.18,0.418,0.293,0.109,0.18,0.423,0.321,0.076,0.179,0.414,0.266,0.141,0.176,0.402,0.295,0.127,0.168,0.423,0.308,0.101,0.171,0.458,0.279,0.092,0.225,0.373,0.275,0.127,0.21,0.419,0.26,0.111,0.16,0.448,0.277,0.115,0.177,0.383,0.34,0.1,0.169,0.431,0.292,0.108,0.183,0.425,0.288,0.104,0.21,0.442,0.268,0.08,0.211,0.396,0.306,0.087,0.183,0.42,0.257,0.14,0.14,0.463,0.306,0.091,0.157,0.431,0.293,0.119,0.173,0.426,0.3,0.101,0.179,0.428,0.291,0.102
2024-03-10,0.143,0.459,0.283,0.115,0.153,0.457,0.311,0.079,0.133,0.462,0.255,0.15,0.128,0.453,0.288,0.131,0.129,0.458,0.311,0.102,0.148,0.493,0.26,0.099,0.189,0.425,0.243,0.143,0.178,0.459,0.24,0.123,0.121,0.489,0.273,0.117,0.138,0.423,0.334,0.105,0.134,0.456,0.302,0.108,0.145,0.478,0.262,0.115,0.206,0.45,0.265,0.079,0.177,0.432,0.303,0.088,0.147,0.466,0.227,0.16,0.119,0.513,0.268,0.1,0.116,0.473,0.288,0.123,0.137,0.449,0.314,0.1,0.159,0.468,0.272,0.101
