"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck/Pesatti","Tortoriello/Álvarez Guerrero","Horne/Costa Brutten","Rivero/Astuena","Casas/Villarroel","Zamaro/Roca"
"Carlos Aristegui por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.19,0.16,0.223,0.194,0.15,0.21,0.279,0.169,0.196,0.198,0.062,0.461,0.216,0.297,0,0.128
"Agustín Domingo por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.167,0.168,0.165,0.199,0.176,0.11,0.142,0.274,0.144,0.11,0.3,0.208,0.046,0.103,0.137,0.017
"Arabella Carreras por Unidos Bariloche",0.117,0.143,0.088,0.073,0.134,0.145,0.138,0.08,0.12,0.146,0.178,0.083,0.06,0.139,0.143,0.052
"Pablo Chamátropulos por Podemos Bariloche",0.048,0.045,0.051,0.041,0.067,0.037,0.02,0.056,0.056,0.025,0.026,0.006,0.048,0.278,0,0.016
"Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.126,0.11,0.145,0.106,0.112,0.177,0.143,0.123,0.093,0.188,0.099,0.064,0.334,0.093,0.523,0.095
"Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.093,0.117,0.067,0.145,0.064,0.081,0.067,0.035,0.122,0.096,0.06,0.036,0.19,0.056,0.136,0.104
"No sabe",0.259,0.257,0.261,0.242,0.297,0.24,0.211,0.263,0.269,0.237,0.275,0.142,0.106,0.034,0.061,0.588
