"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck/Pesatti","Tortoriello/Álvarez Guerrero","Horne/Costa Brutten","Rivero/Astuena","Casas/Villarroel","Zamaro/Roca"
"Si",0.421,0.451,0.387,0.315,0.445,0.544,0.362,0.289,0.431,0.503,0.693,0.321,0.283,0.382,0.292,0.157
"No",0.579,0.549,0.613,0.685,0.555,0.456,0.638,0.711,0.569,0.497,0.307,0.679,0.717,0.618,0.708,0.843
