"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P05","Siempre",0.295,0.167,0.305,0.301
"P05","Casi siempre",0.103,0.556,0.345,0.35
"P05","Casi nunca",0.289,0.25,0.299,0.161
"P05","Nunca, pero esta es una excepción",0.313,0.027,0.051,0.188
"P07","Cambia Bariloche",0.416,0.258,0.075,0.107
"P07","Juntos Somos Río Negro",0.114,0.244,0.284,0.245
"P07","Unidos Bariloche",0.033,0.08,0.028,0
"P07","Podemos Bariloche",0.067,0,0.055,0.062
"P07","Vamos con Todos",0.19,0.008,0.045,0.032
"P07","Nos Une Río Negro",0,0.008,0.03,0.122
"P07","No sabe",0.18,0.402,0.483,0.432
"P08","Gastón Vega por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.605,0.141,0.077,0.18
"P08","Agustín Domingo por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.084,0.265,0.143,0.2
"P08","Arabella Carreras por Unidos Bariloche",0.041,0.139,0.242,0.054
"P08","Pablo Chamátropulos por Podemos Bariloche",0.129,0.022,0.053,0.092
"P08","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.019,0.192,0.175,0.13
"P08","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.027,0.099,0.045,0.024
"P08","No sabe",0.095,0.142,0.265,0.32
"P09","Carlos Aristegui por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.453,0.227,0.102,0.249
"P09","Agustín Domingo por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.146,0.419,0.137,0.088
"P09","Arabella Carreras por Unidos Bariloche",0.008,0.048,0.258,0.077
"P09","Pablo Chamátropulos por Podemos Bariloche",0.067,0.011,0.053,0.106
"P09","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.051,0.039,0.172,0.107
"P09","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.134,0.091,0.06,0.055
"P09","No sabe",0.141,0.165,0.218,0.318
"P10","Gastón Vega por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.645,0.11,0.022,0.135
"P10","Juan Pablo Muena por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.092,0.174,0.142,0.119
"P10","Arabella Carreras por Unidos Bariloche",0.095,0.285,0.246,0.08
"P10","Pablo Chamátropulos por Podemos Bariloche",0,0.02,0.075,0.142
"P10","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.081,0.105,0.161,0.181
"P10","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.041,0.108,0.114,0.026
"P10","No sabe",0.046,0.198,0.24,0.317
"P11","Carlos Aristegui por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.455,0.183,0.092,0.236
"P11","Juan Pablo Muena por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.225,0.354,0.127,0.164
"P11","Arabella Carreras por Unidos Bariloche",0.07,0.176,0.225,0.085
"P11","Pablo Chamátropulos por Podemos Bariloche",0.005,0.016,0.055,0.115
"P11","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.113,0.05,0.167,0.08
"P11","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.01,0.099,0.056,0.024
"P11","No sabe",0.122,0.122,0.278,0.296
"P12","Gastón Vega por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.742,0.181,0.096,0.163
"P12","Juan Pablo Ferrari por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.084,0.374,0.136,0.211
"P12","Arabella Carreras por Unidos Bariloche",0.03,0.122,0.248,0.059
"P12","Pablo Chamátropulos por Podemos Bariloche",0.005,0.011,0.053,0.067
"P12","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.042,0.038,0.187,0.094
"P12","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.071,0.099,0.063,0.129
"P12","No sabe",0.026,0.175,0.217,0.277
"P13","Carlos Aristegui por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.519,0.239,0.149,0.321
