"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.365,0.337,0.39,0.332,0.395,0.383,0.326,0.383,0.364,0.344,0.67,0.101,0.332,0.284,0.363,0.405,0.427,0.759,0.639,0.055,0.186,0.09
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.248,0.223,0.27,0.155,0.192,0.337,0.427,0.225,0.224,0.314,0.084,0.508,0.234,0.276,0.205,0.197,0.254,0.105,0.134,0.821,0.516,0.048
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.256,0.319,0.199,0.362,0.278,0.175,0.126,0.243,0.283,0.23,0.152,0.318,0.284,0.267,0.306,0.29,0.215,0.084,0.101,0.076,0.135,0.794
"Los candidatos a presidente y vicepresidente de la izquierda",0.028,0.029,0.028,0.035,0.032,0.016,0.023,0.026,0.03,0.027,0.02,0.01,0.031,0.03,0.023,0.024,0.03,0.018,0.049,0.015,0.015,0.008
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.046,0.042,0.049,0.055,0.05,0.036,0.032,0.042,0.048,0.046,0.033,0.034,0.081,0.079,0.043,0.028,0.022,0.018,0.056,0.007,0.077,0.034
"En blanco",0.021,0.02,0.022,0.026,0.016,0.019,0.026,0.034,0.018,0.01,0.016,0.011,0.02,0.026,0.025,0.02,0.015,0.008,0.013,0.004,0.022,0.007
"No sabe",0.036,0.03,0.042,0.035,0.037,0.034,0.04,0.047,0.033,0.029,0.025,0.018,0.018,0.038,0.035,0.036,0.037,0.008,0.008,0.022,0.049,0.019
