"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.424,0.394,0.451,0.385,0.455,0.435,0.398,0.447,0.411,0.414,0.724,0.156,0.392,0.362,0.395,0.496,0.48,0.819,0.693,0.138,0.352,0.073
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.331,0.396,0.272,0.443,0.346,0.275,0.19,0.292,0.357,0.341,0.165,0.48,0.316,0.35,0.374,0.332,0.293,0.057,0.141,0.273,0.266,0.828
"En blanco",0.14,0.122,0.156,0.12,0.1,0.169,0.226,0.137,0.129,0.16,0.058,0.215,0.186,0.163,0.137,0.112,0.125,0.078,0.118,0.392,0.257,0.048
"No sabe",0.105,0.088,0.121,0.052,0.099,0.121,0.186,0.124,0.103,0.085,0.053,0.149,0.106,0.125,0.094,0.06,0.102,0.046,0.048,0.197,0.125,0.051
