"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Totalmente seguro",0.706,0.721,0.693,0.678,0.703,0.727,0.736,0.673,0.704,0.753,0.757,0.757,0.533,0.672,0.658,0.749,0.755,0.728,0.663,0.742,0.639,0.729
"Bastante seguro",0.122,0.124,0.12,0.145,0.117,0.11,0.109,0.124,0.131,0.105,0.104,0.107,0.224,0.137,0.168,0.097,0.088,0.118,0.108,0.158,0.145,0.148
"Algo seguro",0.088,0.084,0.091,0.094,0.091,0.079,0.081,0.09,0.087,0.085,0.066,0.084,0.162,0.101,0.105,0.066,0.071,0.103,0.164,0.076,0.13,0.095
"Para nada seguro",0.084,0.071,0.096,0.083,0.089,0.084,0.074,0.113,0.078,0.057,0.073,0.052,0.081,0.09,0.069,0.088,0.086,0.051,0.065,0.024,0.086,0.028
