"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P10","Unión por la Patria",0.353,0.293,0.25,0.12
"P10","Juntos por el Cambio",0.284,0.336,0.252,0.225
"P10","De los liberales libertarios",0.253,0.198,0.248,0.1
"P10","De la Izquierda",0.03,0.053,0.072,0.096
"P10","Hacemos por nuestro país",0.021,0.046,0.047,0.048
"P10","Otro",0.025,0.03,0.042,0.098
"P10","En blanco",0.014,0.015,0.017,0.095
"P10","No sabe",0.02,0.029,0.072,0.218
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.391,0.363,0.316,0.212
"P13","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.257,0.275,0.222,0.135
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.276,0.229,0.284,0.124
"P13","Los candidatos a presidente y vicepresidente de la izquierda",0.024,0.018,0.032,0.072
"P13","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.03,0.043,0.098,0.126
"P13","En blanco",0.013,0.048,0.018,0.055
"P13","No sabe",0.009,0.024,0.03,0.276
"P27","Tiene Decidido que va a ir a votar",0.965,0.802,0.772,0.707
"P27","Tiene dudas sobre si va a ir a  votar",0.024,0.181,0.091,0.237
"P27","Tiene Decidido que no va a ir a votar",0.011,0.017,0.137,0.056
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.475,0.469,0.395,0.32
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.324,0.358,0.284,0.22
"P28","En blanco",0.12,0.096,0.12,0.099
"P28","No sabe",0.081,0.077,0.201,0.361
"P29","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.354,0.389,0.33,0.255
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.285,0.255,0.305,0.178
"P29","En blanco",0.239,0.199,0.2,0.137
"P29","No sabe",0.122,0.157,0.165,0.43
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.447,0.381,0.369,0.324
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.332,0.372,0.351,0.222
"P30","En blanco",0.138,0.151,0.141,0.139
"P30","No sabe",0.083,0.096,0.139,0.315
"P38","Inflación",0.37,0.331,0.313,0.22
"P38","Desempleo",0.082,0.118,0.111,0.179
"P38","Corrupción",0.282,0.303,0.286,0.28
"P38","Inseguridad",0.112,0.123,0.149,0.115
"P38","Precio del dólar",0.029,0.015,0.033,0.029
"P38","Pobreza",0.05,0.058,0.058,0.055
"P38","Narcotráfico",0.011,0.003,0.006,0.014
"P38","Tarifas",0.004,0.003,0.001,0.012
"P38","Otro",0.047,0.029,0.029,0.031
"P38","No sabe",0.013,0.017,0.014,0.065
"P10_imputada","Unión por la Patria",0.361,0.31,0.267,0.179
"P10_imputada","Juntos por el Cambio",0.285,0.34,0.272,0.279
"P10_imputada","De los liberales libertarios",0.259,0.2,0.261,0.15
"P10_imputada","De la Izquierda",0.032,0.054,0.081,0.108
"P10_imputada","Hacemos por nuestro país",0.023,0.047,0.047,0.057
"P10_imputada","Otro",0.026,0.032,0.05,0.122
"P10_imputada","En blanco",0.014,0.017,0.022,0.105
"P13_imputada","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.395,0.371,0.329,0.32
"P13_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.258,0.287,0.23,0.198
"P13_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.28,0.232,0.292,0.18
"P13_imputada","Los candidatos a presidente y vicepresidente de la izquierda",0.024,0.02,0.032,0.083
"P13_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.03,0.043,0.099,0.145
"P13_imputada","En blanco",0.013,0.047,0.018,0.074
