"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P05","Tiene Decidido que va a ir a votar.",0.851,0.86,0.869,0.828
"P05","Tiene dudas sobre si va a ir a  votar",0.094,0.127,0.086,0.101
"P05","Tiene Decidido que no va a ir a votar",0.055,0.013,0.045,0.071
"P06","Mucho",0.668,0.46,0.316,0.335
"P06","Bastante",0.16,0.374,0.313,0.196
"P06","Poco",0.114,0.129,0.264,0.223
"P06","Nada",0.033,0.026,0.059,0.172
"P06","No sabe",0.025,0.011,0.048,0.074
"P10","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Pablo Todero a Diputado Nacional por Unión por la Patria",0.314,0.259,0.264,0.164
"P10","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.208,0.184,0.209,0.1
"P10","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza y Nadia Marquez a Diputada Nacional por Arriba Neuquén",0.371,0.404,0.389,0.437
"P10","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.018,0.047,0.008,0.015
"P10","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.012,0.046,0.04,0.059
"P10","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.01,0.015,0.006,0.005
"P10","En blanco",0.022,0.006,0.019,0.044
"P10","No sabe",0.045,0.039,0.065,0.176
"P13","Totalmente seguro.",0.782,0.668,0.672,0.611
"P13","Bastante seguro",0.065,0.147,0.062,0.087
"P13","Algo seguro",0.084,0.149,0.158,0.147
"P13","Para nada seguro",0.069,0.036,0.108,0.155
"P17","Si",0.665,0.506,0.535,0.533
"P17","No",0.335,0.494,0.465,0.467
"P18","Pablo Todero a Diputado Nacional por Unión por la Patria",0.191,0.123,0.151,0.018
"P18","Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.131,0.168,0.161,0.136
"P18","Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.211,0.186,0.193,0.29
"P18","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.094,0.206,0.154,0.121
"P18","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.081,0.034,0.041,0.036
"P18","En blanco",0.15,0.091,0.123,0.136
"P18","No sabe",0.142,0.192,0.177,0.263
"P21","Muy buena",0.368,0.278,0.267,0.148
"P21","Buena",0.191,0.277,0.244,0.106
"P21","Ni buena ni mala",0.253,0.333,0.32,0.452
"P21","Mala",0.053,0.066,0.084,0.106
"P21","Muy mala",0.086,0.033,0.066,0.114
"P21","No sabe",0.049,0.013,0.019,0.074
"P22","Muy buena",0.29,0.139,0.122,0.123
