"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Figueroa","Koopmam","Rioseco","Cervi","Eguía","Jure","Neuquén","Otra localidad"
"Siempre",0.217,0.21,0.223,0.21,0.221,0.178,0.294,0.303,0.183,0.17,0.31,0.125,0.239,0.165,0.193,0.254,0.187,0.245,0.197,0.209,0.189,0.208,0.224
"Casi siempre",0.304,0.287,0.321,0.267,0.277,0.41,0.323,0.262,0.304,0.357,0.309,0.465,0.34,0.496,0.311,0.318,0.502,0.292,0.342,0.175,0.093,0.312,0.297
"Casi nunca",0.324,0.336,0.312,0.315,0.345,0.325,0.262,0.298,0.335,0.337,0.307,0.306,0.318,0.301,0.297,0.337,0.191,0.395,0.198,0.387,0.457,0.335,0.315
"Nunca, pero esta es una excepción",0.155,0.167,0.144,0.208,0.157,0.087,0.121,0.137,0.178,0.136,0.074,0.104,0.103,0.038,0.199,0.091,0.12,0.068,0.263,0.229,0.261,0.145,0.164
