"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P05","Tiene Decidido que va a ir a votar.",0.819,0.676,0.934,0.885,0.907,0.902
"P05","Tiene dudas sobre si va a ir a  votar",0.133,0.324,0.057,0.083,0.058,0.098
"P05","Tiene Decidido que no va a ir a votar",0.048,0,0.009,0.032,0.035,0
"P06","Mucho",0.596,0.32,0.449,0.521,0.514,0.395
"P06","Bastante",0.245,0.442,0.335,0.265,0.177,0.206
"P06","Poco",0.125,0.183,0.151,0.148,0.192,0.286
"P06","Nada",0.03,0.031,0.042,0.034,0.08,0.032
"P06","No sabe",0.004,0.024,0.023,0.032,0.037,0.081
"P07","Siempre",0.463,0.123,0.145,0.235,0.162,0.26
"P07","Casi siempre",0.253,0.406,0.403,0.38,0.27,0.292
"P07","Casi nunca",0.267,0.39,0.341,0.266,0.403,0.208
"P07","Nunca, pero esta es una excepción",0.017,0.081,0.111,0.119,0.165,0.24
"P10","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Pablo Todero a Diputado Nacional por Unión por la Patria",0.416,0.525,0.33,0.224,0.184,0.22
"P10","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.215,0.101,0.17,0.229,0.214,0.142
"P10","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza y Nadia Marquez a Diputada Nacional por Arriba Neuquén",0.314,0.246,0.386,0.394,0.427,0.31
"P10","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0,0.029,0.017,0.03,0.003,0.063
"P10","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.011,0.011,0.011,0.055,0.047,0.014
"P10","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0,0.003,0.007,0.007,0.012,0
"P10","En blanco",0,0.012,0.028,0.012,0.016,0.048
"P10","No sabe",0.044,0.073,0.051,0.049,0.097,0.203
"P13","Totalmente seguro.",0.638,0.581,0.661,0.764,0.764,0.654
"P13","Bastante seguro",0.186,0.211,0.112,0.085,0.041,0.039
"P13","Algo seguro",0.122,0.139,0.155,0.108,0.099,0.171
"P13","Para nada seguro",0.054,0.069,0.072,0.043,0.096,0.136
"P17","Si",0.67,0.426,0.503,0.514,0.578,0.544
"P17","No",0.33,0.574,0.497,0.486,0.422,0.456
"P18","Pablo Todero a Diputado Nacional por Unión por la Patria",0.16,0.329,0.131,0.125,0.081,0.095
"P18","Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.172,0.186,0.1,0.176,0.217,0.127
"P18","Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.346,0.093,0.266,0.187,0.16,0.224
"P18","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.137,0.186,0.214,0.135,0.148,0.196
"P18","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.09,0.03,0.01,0.1,0.045,0
"P18","En blanco",0,0.016,0.152,0.075,0.102,0.242
"P18","No sabe",0.095,0.16,0.127,0.202,0.247,0.116
"P21","Muy buena",0.538,0.236,0.276,0.254,0.213,0.157
"P21","Buena",0.227,0.396,0.244,0.247,0.181,0.125
"P21","Ni buena ni mala",0.175,0.318,0.414,0.301,0.295,0.301
"P21","Mala",0.051,0.035,0.029,0.131,0.097,0.041
"P21","Muy mala",0,0.015,0.021,0.052,0.198,0.108
"P21","No sabe",0.009,0,0.016,0.015,0.016,0.268
"P22","Muy buena",0.523,0.218,0.181,0.101,0.066,0.086
"P22","Buena",0.167,0.374,0.258,0.157,0.126,0.112
"P22","Ni buena ni mala",0.215,0.224,0.466,0.315,0.275,0.302
"P22","Mala",0.032,0.126,0.079,0.377,0.2,0.036
"P22","Muy mala",0.063,0.03,0.005,0.024,0.289,0.013
"P22","No sabe",0,0.028,0.011,0.026,0.044,0.451
"P23","Muy buena",0.526,0.123,0.159,0.063,0.009,0.074
"P23","Buena",0.147,0.449,0.169,0.096,0.047,0.187
"P23","Ni buena ni mala",0.164,0.176,0.431,0.303,0.079,0.247
"P23","Mala",0.1,0.181,0.193,0.464,0.339,0.105
"P23","Muy mala",0.063,0.051,0.045,0.072,0.523,0.085
"P23","No sabe",0,0.02,0.003,0.002,0.003,0.302
"P24","Muy buena",0.6,0.124,0.209,0.085,0.084,0.139
"P24","Buena",0.259,0.624,0.212,0.199,0.103,0.103
"P24","Ni buena ni mala",0.084,0.165,0.451,0.231,0.145,0.263
"P24","Mala",0.008,0.075,0.093,0.436,0.193,0.051
"P24","Muy mala",0.049,0.006,0.017,0.021,0.459,0.017
"P24","No sabe",0,0.006,0.018,0.028,0.016,0.427
"P26","Muy buena",0.396,0.069,0.05,0.042,0.017,0.011
"P26","Buena",0.201,0.41,0.076,0.055,0.04,0.015
"P26","Ni buena ni mala",0.233,0.277,0.718,0.172,0.071,0.045
"P26","Mala",0.059,0.104,0.084,0.617,0.046,0.106
"P26","Muy mala",0.004,0.016,0.055,0.075,0.808,0.126
"P26","No sabe",0.107,0.124,0.017,0.039,0.018,0.697
"P27","Si",0.709,0.306,0.406,0.377,0.33,0.329
"P27","No",0.291,0.694,0.594,0.623,0.67,0.671
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.416,0.525,0.332,0.226,0.184,0.22
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.215,0.101,0.172,0.25,0.215,0.142
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.314,0.246,0.391,0.394,0.427,0.358
"PRESIDENTE","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.011,0.011,0.011,0.057,0.047,0.014
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0,0.032,0.008,0.013,0.012,0.015
"PRESIDENTE","En blanco",0,0.012,0.035,0.011,0.018,0.048
"PRESIDENTE","No sabe",0.044,0.073,0.051,0.049,0.097,0.203
"DIPUTADOS","Pablo Todero a Diputado Nacional por Unión por la Patria",0.231,0.466,0.25,0.16,0.178,0.152
"DIPUTADOS","Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.216,0.098,0.122,0.189,0.218,0.113
"DIPUTADOS","Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.313,0.223,0.309,0.301,0.246,0.227
"DIPUTADOS","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.079,0.072,0.112,0.091,0.085,0.181
"DIPUTADOS","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.057,0.015,0.008,0.093,0.054,0
"DIPUTADOS","En blanco",0,0.008,0.103,0.038,0.061,0.173
"DIPUTADOS","No sabe",0.104,0.118,0.096,0.128,0.158,0.154
"CORTA_DIPUTADOS","Si",0.47,0.237,0.331,0.314,0.379,0.455
"CORTA_DIPUTADOS","No",0.53,0.763,0.669,0.686,0.621,0.545
"P10_imputada","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Pablo Todero a Diputado Nacional por Unión por la Patria",0.416,0.546,0.365,0.235,0.189,0.36
"P10_imputada","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.215,0.121,0.173,0.236,0.219,0.142
"P10_imputada","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza y Nadia Marquez a Diputada Nacional por Arriba Neuquén",0.358,0.278,0.399,0.405,0.462,0.373
"P10_imputada","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0,0.029,0.017,0.03,0.004,0.063
"P10_imputada","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.011,0.011,0.011,0.055,0.047,0.014
"P10_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0,0.003,0.007,0.007,0.012,0
"P10_imputada","En blanco",0,0.012,0.028,0.032,0.067,0.048
"P18_imputada","Pablo Todero a Diputado Nacional por Unión por la Patria",0.203,0.329,0.162,0.165,0.116,0.095
"P18_imputada","Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.224,0.186,0.159,0.23,0.253,0.126
"P18_imputada","Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.346,0.134,0.278,0.193,0.186,0.269
"P18_imputada","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.137,0.287,0.215,0.147,0.215,0.196
"P18_imputada","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.09,0.048,0.011,0.122,0.056,0.036
"P18_imputada","En blanco",0,0.016,0.175,0.143,0.174,0.278
"PRESIDENTE_imputada","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.416,0.546,0.368,0.236,0.189,0.36
"PRESIDENTE_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.215,0.121,0.175,0.257,0.22,0.142
"PRESIDENTE_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.358,0.278,0.403,0.405,0.465,0.421
"PRESIDENTE_imputada","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.011,0.011,0.018,0.057,0.047,0.014
"PRESIDENTE_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0,0.032,0.008,0.013,0.012,0.015
"PRESIDENTE_imputada","En blanco",0,0.012,0.028,0.032,0.067,0.048
"DIPUTADOS_imputada","Pablo Todero a Diputado Nacional por Unión por la Patria",0.254,0.486,0.283,0.191,0.196,0.184
"DIPUTADOS_imputada","Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.253,0.098,0.153,0.218,0.24,0.113
"DIPUTADOS_imputada","Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.357,0.271,0.328,0.311,0.26,0.313
"DIPUTADOS_imputada","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.079,0.114,0.113,0.098,0.122,0.181
"DIPUTADOS_imputada","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.057,0.023,0.008,0.104,0.06,0.018
"DIPUTADOS_imputada","En blanco",0,0.008,0.115,0.078,0.122,0.191
