"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Figueroa","Koopmam","Rioseco","Cervi","Eguía","Jure","Neuquén","Otra localidad"
"Totalmente seguro.",0.686,0.714,0.658,0.698,0.671,0.721,0.643,0.626,0.672,0.783,0.684,0.708,0.692,0.612,0.808,0.709,0.745,0.631,0.69,0.746,0.663,0.676,0.694
"Bastante seguro",0.095,0.084,0.106,0.066,0.092,0.101,0.181,0.097,0.098,0.088,0.138,0.191,0.088,0.08,0.059,0.101,0.151,0.089,0.088,0.061,0.022,0.115,0.078
"Algo seguro",0.138,0.117,0.158,0.159,0.156,0.097,0.08,0.181,0.142,0.077,0.101,0.067,0.197,0.219,0.089,0.11,0.067,0.181,0.184,0.181,0.283,0.158,0.121
"Para nada seguro",0.081,0.085,0.078,0.077,0.081,0.081,0.096,0.096,0.088,0.052,0.077,0.034,0.023,0.089,0.044,0.08,0.037,0.099,0.038,0.012,0.032,0.051,0.107
