"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P05","Tiene Decidido que va a ir a votar.",0.921,0.862,0.91,0.91,0.644,0.934
"P05","Tiene dudas sobre si va a ir a  votar",0.074,0.113,0.08,0.072,0.197,0.046
"P05","Tiene Decidido que no va a ir a votar",0.005,0.025,0.01,0.018,0.159,0.02
"P06","Mucho",0.474,0.508,0.459,0.502,0.513,0.558
"P06","Bastante",0.305,0.314,0.274,0.354,0.129,0.075
"P06","Poco",0.147,0.155,0.154,0.092,0.245,0.301
"P06","Nada",0.045,0.018,0.076,0.046,0.034,0.02
"P06","No sabe",0.029,0.005,0.037,0.006,0.079,0.046
"P07","Siempre",0.268,0.169,0.156,0.143,0.273,0.335
"P07","Casi siempre",0.361,0.435,0.365,0.321,0.184,0.157
"P07","Casi nunca",0.306,0.339,0.311,0.362,0.327,0.205
"P07","Nunca, pero esta es una excepción",0.065,0.057,0.168,0.174,0.216,0.303
"P10","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Pablo Todero a Diputado Nacional por Unión por la Patria",0.275,0.309,0.295,0.241,0.076,0.319
"P10","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.158,0.255,0.18,0.129,0.227,0.064
"P10","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza y Nadia Marquez a Diputada Nacional por Arriba Neuquén",0.489,0.303,0.372,0.5,0.389,0.344
"P10","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.005,0.021,0.023,0.004,0.079,0
"P10","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.01,0.05,0.018,0.102,0.049,0.008
"P10","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.012,0.016,0.004,0,0,0
"P10","En blanco",0.012,0.009,0.034,0,0,0.038
"P10","No sabe",0.039,0.037,0.074,0.024,0.18,0.227
"P13","Totalmente seguro.",0.769,0.618,0.666,0.811,0.739,0.827
"P13","Bastante seguro",0.052,0.205,0.084,0.071,0,0.057
