"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"DIPUTADOS","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.095,0.127,0.088,0.059,0.056
"DIPUTADOS","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.05,0.041,0.056,0,0
"DIPUTADOS","En blanco",0.096,0.024,0.048,0.175,0.227
"DIPUTADOS","No sabe",0.111,0.101,0.156,0.133,0.326
"CORTA_DIPUTADOS","Si",0.416,0.295,0.434,0.439,0.111
"CORTA_DIPUTADOS","No",0.584,0.705,0.566,0.561,0.889
"P10_imputada","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Pablo Todero a Diputado Nacional por Unión por la Patria",0.347,0.242,0.231,0.207,0.117
"P10_imputada","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.187,0.207,0.206,0.15,0.08
"P10_imputada","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza y Nadia Marquez a Diputada Nacional por Arriba Neuquén",0.38,0.466,0.433,0.485,0.485
"P10_imputada","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.02,0.043,0.01,0.017,0.016
"P10_imputada","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.041,0.03,0.062,0.015,0
"P10_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.011,0.006,0.015,0,0
"P10_imputada","En blanco",0.014,0.006,0.043,0.126,0.302
"P18_imputada","Pablo Todero a Diputado Nacional por Unión por la Patria",0.187,0.19,0.033,0.182,0.227
"P18_imputada","Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.208,0.194,0.22,0.172,0.104
"P18_imputada","Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.181,0.245,0.374,0.2,0.049
"P18_imputada","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.16,0.223,0.158,0.13,0.558
"P18_imputada","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.048,0.069,0.096,0.032,0
"P18_imputada","En blanco",0.216,0.079,0.119,0.284,0.062
"PRESIDENTE_imputada","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.349,0.245,0.231,0.207,0.117
"PRESIDENTE_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.198,0.211,0.21,0.15,0.08
"PRESIDENTE_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.382,0.475,0.437,0.485,0.485
"PRESIDENTE_imputada","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.044,0.045,0.062,0.032,0
"PRESIDENTE_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.012,0.018,0.017,0,0.016
"PRESIDENTE_imputada","En blanco",0.015,0.006,0.043,0.126,0.302
"DIPUTADOS_imputada","Pablo Todero a Diputado Nacional por Unión por la Patria",0.272,0.221,0.199,0.184,0.187
"DIPUTADOS_imputada","Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.176,0.192,0.196,0.097,0.069
"DIPUTADOS_imputada","Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.258,0.354,0.388,0.397,0.283
"DIPUTADOS_imputada","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.107,0.143,0.088,0.059,0.233
"DIPUTADOS_imputada","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.053,0.05,0.061,0.015,0
"DIPUTADOS_imputada","En blanco",0.134,0.04,0.068,0.248,0.228
