"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Figueroa","Koopmam","Rioseco","Cervi","Eguía","Jure","Neuquén","Otra localidad"
"Muy buena",0.08,0.07,0.091,0.155,0.055,0.037,0.078,0.114,0.08,0.043,0.18,0.125,0.031,0.117,0.013,0.093,0.066,0.144,0.019,0.098,0.026,0.095,0.066
"Buena",0.062,0.052,0.073,0.044,0.066,0.077,0.06,0.059,0.071,0.05,0.094,0.163,0.04,0.113,0.013,0.055,0.139,0.06,0,0,0.063,0.047,0.075
"Ni buena ni mala",0.34,0.322,0.36,0.394,0.315,0.312,0.367,0.301,0.408,0.267,0.345,0.263,0.314,0.33,0.378,0.352,0.382,0.388,0.275,0.055,0.125,0.306,0.37
"Mala",0.287,0.294,0.278,0.19,0.319,0.336,0.294,0.323,0.24,0.326,0.229,0.234,0.374,0.167,0.332,0.277,0.315,0.311,0.314,0.411,0.39,0.301,0.274
"Muy mala",0.184,0.224,0.141,0.156,0.207,0.197,0.14,0.179,0.144,0.259,0.113,0.199,0.218,0.191,0.22,0.189,0.046,0.076,0.349,0.326,0.338,0.206,0.166
"No sabe",0.047,0.038,0.057,0.061,0.038,0.041,0.061,0.024,0.057,0.055,0.039,0.016,0.023,0.082,0.044,0.034,0.052,0.021,0.043,0.11,0.058,0.045,0.049
