"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"A Alberto Fernández",0.15,0.103,0.192,0.293,0.176,0.058,0.04,0.23,0.142,0.055,0.148,0.152,0.134,0.154,0.012
"A Sergio Massa",0.115,0.145,0.089,0.084,0.104,0.127,0.164,0.171,0.076,0.109,0.124,0.098,0.118,0.101,0.21
"A algún candidato del peronismo",0.127,0.095,0.155,0.154,0.114,0.113,0.141,0.104,0.136,0.141,0.103,0.176,0.077,0.4,0.157
"A Cristina Fernández de Kirchner",0.608,0.657,0.564,0.469,0.606,0.702,0.655,0.495,0.646,0.695,0.625,0.574,0.671,0.345,0.621
