"var","categoria","1","2","3","4","5","6","7","8","9"
"P04","Tengo trabajo estable",0.457,0.233,0.376,0.285,0.466,0.503,0.463,0.358,0.365
"P04","Realizo changas o trabajos de vez en cuando",0.182,0.556,0.133,0.119,0.204,0.182,0.199,0.206,0.245
"P04","No tengo trabajo",0.184,0.096,0.384,0.133,0.169,0.134,0.16,0.265,0.166
"P04","Soy jubilado o pensionado",0.177,0.115,0.107,0.463,0.161,0.181,0.178,0.171,0.224
"P06","1",0.398,0.301,0.112,0.162,0.125,0.116,0.211,0.388,0.468
"P06","2",0.037,0.122,0.015,0.028,0.041,0.054,0.067,0.099,0.028
"P06","3",0.013,0.011,0.171,0.009,0.035,0.075,0.122,0.033,0.012
"P06","4",0.026,0.033,0.019,0.15,0.049,0.093,0.105,0.053,0.013
"P06","5",0.099,0.189,0.119,0.235,0.465,0.18,0.168,0.107,0.108
"P06","6",0.015,0.019,0.045,0.083,0.048,0.225,0.031,0.032,0.003
"P06","7",0.039,0.035,0.187,0.085,0.07,0.072,0.173,0.057,0.012
"P06","8",0.039,0.046,0.095,0.073,0.057,0.059,0.07,0.13,0.011
"P06","9",0.334,0.244,0.237,0.175,0.11,0.126,0.053,0.101,0.345
"P07","1",0.313,0.355,0.219,0.258,0.325,0.3,0.537,0.591,0.544
"P07","2",0.04,0.051,0.043,0.053,0.031,0.064,0.054,0.036,0.024
"P07","3",0.012,0.019,0.072,0.04,0.024,0.05,0.08,0.016,0.001
"P07","4",0.016,0.041,0.051,0.055,0.032,0.073,0.036,0.014,0.002
"P07","5",0.113,0.113,0.156,0.158,0.186,0.119,0.069,0.07,0.036
"P07","6",0.012,0.016,0.023,0.044,0.026,0.053,0.016,0.017,0.002
"P07","7",0.023,0.034,0.131,0.052,0.045,0.053,0.043,0.006,0.012
"P07","8",0.031,0.037,0.058,0.067,0.062,0.035,0.047,0.027,0.01
"P07","9",0.44,0.334,0.247,0.273,0.269,0.253,0.118,0.223,0.369
"P09","Del Frente de Todos y el peronismo",0.254,0.301,0.186,0.282,0.269,0.349,0.577,0.543,0.491
"P09","De Cambiemos",0.379,0.329,0.426,0.376,0.305,0.213,0.18,0.194,0.16
"P09","De los Liberales libertarios",0.233,0.178,0.287,0.143,0.15,0.195,0.068,0.089,0.097
"P09","De la Izquierda",0.011,0.031,0,0.026,0.013,0.051,0.035,0.075,0.097
"P09","No sabe",0.123,0.161,0.101,0.173,0.263,0.192,0.14,0.099,0.155
"P10","A Alberto Fernández",0.29,0.417,0.307,0.202,0.193,0.195,0.074,0.167,0.238
"P10","A Sergio Massa",0.256,0.228,0.109,0.18,0.228,0.173,0.095,0.118,0.189
