"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"A Alberto Fernández",0.225,0.164,0.28,0.375,0.236,0.139,0.128,0.292,0.247,0.092,0.224,0.226,0.193,0.242,0.318
"A Sergio Massa",0.191,0.229,0.156,0.172,0.177,0.191,0.249,0.259,0.158,0.157,0.192,0.189,0.194,0.183,0.4
"A algún candidato del peronismo",0.166,0.152,0.18,0.15,0.168,0.154,0.199,0.138,0.182,0.178,0.149,0.202,0.14,0.318,0.178
"A algún candidato del kirchnerismo",0.418,0.455,0.384,0.303,0.419,0.516,0.424,0.311,0.413,0.573,0.435,0.383,0.473,0.257,0.104
