"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.342,0.288,0.396,0.298,0.362,0.335,0.351,0.391,0.323,0.317,0.347,0.332,0.748,0.061,0.158
"Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.265,0.231,0.299,0.152,0.253,0.291,0.363,0.248,0.266,0.283,0.279,0.239,0.087,0.495,0.294
"Javier Milei – José Luis Espert por los liberales",0.231,0.328,0.136,0.371,0.245,0.194,0.12,0.24,0.241,0.206,0.22,0.254,0.071,0.279,0.258
"Nicolás del Caño – Myriam Bregman por la izquierda",0.022,0.023,0.021,0.018,0.032,0.015,0.013,0.014,0.023,0.03,0.024,0.017,0.016,0.006,0.035
"Otro candidato",0.14,0.13,0.148,0.161,0.108,0.165,0.153,0.107,0.147,0.164,0.13,0.158,0.078,0.159,0.255
