"var","categoria","1","2","3","4","5","6","7","8","9"
"P04","Tengo trabajo estable",0.454,0.469,0.513,0.559,0.429,0.346,0.474,0.391,0.346
"P04","Realizo changas o trabajos de vez en cuando",0.176,0.151,0.173,0.231,0.226,0.234,0.239,0.144,0.249
"P04","No tengo trabajo",0.174,0.2,0.173,0.063,0.132,0.21,0.119,0.236,0.207
"P04","Soy jubilado o pensionado",0.196,0.18,0.141,0.147,0.213,0.21,0.168,0.229,0.198
"P05","1",0.257,0.308,0.14,0.174,0.295,0.202,0.19,0.235,0.408
"P05","2",0.065,0.088,0.05,0.104,0.066,0.058,0.063,0.064,0.07
"P05","3",0.037,0.067,0.176,0.117,0.082,0.076,0.219,0.091,0.047
"P05","4",0.054,0.103,0.124,0.157,0.104,0.181,0.109,0.13,0.064
"P05","5",0.168,0.148,0.185,0.227,0.303,0.266,0.231,0.299,0.157
"P05","6",0.03,0.06,0.075,0.101,0.038,0.105,0.053,0.033,0.029
"P05","7",0.098,0.093,0.216,0.089,0.04,0.059,0.079,0.08,0.024
"P05","8",0.068,0.039,0.028,0.022,0.025,0.038,0.006,0.029,0.029
"P05","9",0.223,0.094,0.006,0.009,0.047,0.015,0.05,0.039,0.172
"P06","1",0.449,0.235,0.059,0.063,0.147,0.048,0.062,0.067,0.264
"P06","2",0.044,0.194,0.013,0.019,0.026,0.026,0.02,0.032,0.046
"P06","3",0.035,0.07,0.222,0.053,0.018,0,0.031,0.046,0.027
"P06","4",0.048,0.05,0.061,0.351,0.027,0.127,0.039,0.029,0.027
"P06","5",0.152,0.16,0.188,0.164,0.438,0.181,0.244,0.314,0.157
"P06","6",0.02,0.037,0.179,0.046,0.03,0.283,0.057,0.028,0.03
"P06","7",0.039,0.035,0.117,0.105,0.097,0.126,0.314,0.135,0.038
"P06","8",0.034,0.06,0.066,0.098,0.05,0.142,0.109,0.211,0.037
"P06","9",0.179,0.159,0.095,0.101,0.167,0.067,0.124,0.138,0.374
"P09","Del Frente de Todos y el peronismo",0.488,0.379,0.24,0.249,0.214,0.203,0.178,0.183,0.251
"P09","De Cambiemos",0.212,0.259,0.439,0.241,0.396,0.354,0.399,0.364,0.349
"P09","De los Liberales libertarios",0.083,0.137,0.202,0.369,0.189,0.233,0.249,0.215,0.228
"P09","De la Izquierda",0.058,0.021,0.006,0.007,0.028,0.025,0.004,0.018,0.016
"P09","No sabe",0.159,0.204,0.113,0.134,0.173,0.185,0.17,0.22,0.156
"P10","A Alberto Fernández",0.148,0.328,0.154,0.078,0.278,0.533,0.1,0.073,0.39
"P10","A Sergio Massa",0.193,0.079,0.249,0.17,0.216,0.188,0.386,0.082,0.197
"P10","A algún candidato del peronismo",0.121,0.119,0.195,0.253,0.282,0.077,0.435,0.6,0.182
"P10","A algún candidato del kirchnerismo",0.538,0.474,0.402,0.499,0.224,0.202,0.079,0.245,0.231
"P11","A Alberto Fernández",0.081,0.258,0,0,0.162,0.413,0.035,0.232,0.306
"P11","A Sergio Massa",0.1,0.088,0.081,0.156,0.202,0.333,0.23,0.061,0.116
