"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P04","Tengo trabajo estable",0.204,0.46,0.358,0.469
"P04","Realizo changas o trabajos de vez en cuando",0.334,0.152,0.141,0.181
"P04","No tengo trabajo",0.337,0.139,0.338,0.138
"P04","Soy jubilado o pensionado",0.125,0.249,0.163,0.212
"P05","1",0.29,0.286,0.313,0.157
"P05","2",0.115,0.046,0.053,0.049
"P05","3",0.046,0.028,0.049,0.025
"P05","4",0.058,0.104,0.113,0.045
"P05","5",0.186,0.218,0.203,0.141
"P05","6",0.025,0.02,0.022,0.055
"P05","7",0.027,0.123,0.069,0.167
"P05","8",0.026,0.048,0.047,0.093
"P05","9",0.227,0.127,0.131,0.268
"P06","1",0.548,0.334,0.307,0.515
"P06","2",0.106,0.032,0.029,0.056
"P06","3",0.07,0.024,0.094,0.06
"P06","4",0.052,0.054,0.053,0.056
"P06","5",0.093,0.237,0.184,0.133
"P06","6",0.018,0.033,0.015,0.027
"P06","7",0.006,0.107,0.047,0.032
"P06","8",0.012,0.037,0.037,0.018
"P06","9",0.095,0.142,0.234,0.103
"P07","1",0.301,0.486,0.397,0.671
"P07","2",0.085,0.037,0.01,0.051
"P07","3",0,0.015,0.01,0.029
"P07","4",0,0.026,0.04,0.019
"P07","5",0.083,0.133,0.096,0.059
"P07","6",0.03,0.032,0.007,0.003
"P07","7",0.004,0.032,0.049,0.009
"P07","8",0.031,0.011,0.038,0.016
"P07","9",0.466,0.228,0.353,0.143
"P10","A Alberto Fernández",0.856,0.088,0.08,0.12
"P10","A Sergio Massa",0.074,0.823,0.126,0.119
"P10","A algún candidato del peronismo",0.057,0.039,0.704,0.1
"P10","A algún candidato del kirchnerismo",0.013,0.05,0.09,0.661
"P14","Lo votaría",0.204,0.014,0.177,0.01
"P14","Puede que lo vote",0.093,0.239,0.079,0.009
"P14","Nunca lo votaría",0.694,0.655,0.687,0.917
"P14","No sabe",0.009,0.092,0.057,0.064
"P15","Lo votaría",0.187,0.672,0.108,0.185
"P15","Puede que lo vote",0.362,0.167,0.297,0.448
"P15","Nunca lo votaría",0.342,0.118,0.552,0.263
"P15","No sabe",0.109,0.043,0.043,0.104
"P16","Lo votaría",0.856,0.312,0.079,0.18
"P16","Puede que lo vote",0.064,0.397,0.283,0.464
"P16","Nunca lo votaría",0.073,0.22,0.528,0.247
"P16","No sabe",0.007,0.071,0.11,0.109
"P17","La votaría",0.852,0.542,0.249,0.927
"P17","Puede que la vote",0.084,0.211,0.291,0.046
"P17","Nunca la votaría",0.053,0.179,0.429,0.015
"P17","No sabe",0.011,0.068,0.031,0.012
"P18","Lo votaría",0.201,0.099,0.15,0.079
"P18","Puede que lo vote",0.092,0.195,0.197,0.018
"P18","Nunca lo votaría",0.579,0.65,0.576,0.878
"P18","No sabe",0.128,0.056,0.077,0.025
"P19","Lo votaría",0.093,0.045,0.04,0.03
"P19","Puede que lo vote",0.179,0.296,0.189,0.162
"P19","Nunca lo votaría",0.527,0.491,0.599,0.701
"P19","No sabe",0.201,0.168,0.172,0.107
"P20","La votaría",0.108,0.058,0.134,0.019
"P20","Puede que la vote",0.109,0.132,0.107,0.034
"P20","Nunca la votaría",0.618,0.761,0.705,0.922
"P20","No sabe",0.165,0.049,0.054,0.025
"P21","Lo votaría",0.129,0.08,0.231,0.006
"P21","Puede que lo vote",0.183,0.137,0.134,0.009
"P21","Nunca lo votaría",0.564,0.756,0.577,0.947
"P21","No sabe",0.124,0.027,0.058,0.038
"P22","La votaría",0.077,0.086,0.097,0.015
"P22","Puede que la vote",0.149,0.156,0.131,0.008
"P22","Nunca la votaría",0.594,0.679,0.675,0.942
"P22","No sabe",0.18,0.079,0.097,0.035
"P23","Lo votaría",0.252,0.279,0.127,0.162
"P23","Puede que lo vote",0.212,0.384,0.283,0.53
"P23","Nunca lo votaría",0.412,0.291,0.512,0.243
"P23","No sabe",0.124,0.046,0.078,0.065
"P24","Lo votaría",0.105,0.022,0.032,0.012
"P24","Puede que lo vote",0.203,0.306,0.15,0.065
"P24","Nunca lo votaría",0.546,0.596,0.734,0.822
"P24","No sabe",0.146,0.076,0.084,0.101
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.036,0.02,0.199,0.004
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0,0.059,0.07,0.004
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.324,0.175,0.054,0.019
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.622,0.675,0.437,0.954
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.018,0.023,0.13,0
"P25","Nicolás del Caño – Myriam Bregman",0,0.003,0.007,0.006
"P25","Otros candidatos",0,0.045,0.103,0.013
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.785,0.853,0.483,0.964
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.066,0.035,0.226,0.008
"P29","Javier Milei – José Luis Espert por los liberales",0.065,0.028,0.165,0.005
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.015,0.036,0.011,0.014
"P29","Otro candidato",0.069,0.048,0.115,0.009
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.106,0.123,0.248,0.082
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.758,0.647,0.365,0.584
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.097,0.053,0.148,0.004
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0,0.01,0.027,0.066
"P31","Otro candidato",0.039,0.167,0.212,0.264
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.502,0.811,0.27,0.704
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.06,0.091,0.239,0.02
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.106,0.029,0.146,0.007
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.04,0.006,0.012,0.058
"P33","Otro candidato",0.292,0.063,0.333,0.211
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.504,0.729,0.282,0.716
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.064,0.152,0.198,0.027
"P35","Javier Milei – José Luis Espert por los liberales",0.119,0.011,0.106,0.006
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.065,0.002,0.014,0.039
"P35","Otro candidato",0.248,0.106,0.4,0.212
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.816,0.823,0.544,0.935
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.045,0.095,0.18,0.035
"P37","Javier Milei – José Luis Espert por los liberales",0.025,0.011,0.103,0.002
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0.009,0,0.012,0.008
"P37","Otro candidato",0.105,0.071,0.161,0.02
"P38","Sergio Massa – Wado de Pedro por el Frente de Todos",0.505,0.898,0.308,0.765
"P38","Mauricio Macri – María Eugenia Vidal por Cambiemos ",0.055,0.04,0.227,0.013
"P38","Javier Milei – José Luis Espert por los liberales",0.113,0.017,0.103,0.005
"P38","Nicolás del Caño – Myriam Bregman por la izquierda",0.023,0.003,0.012,0.045
"P38","Otro candidato",0.304,0.042,0.35,0.172
"P39","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.852,0.859,0.505,0.951
"P39","Mauricio Macri presidente – María Eugenia Vidal vice",0.09,0.094,0.295,0.032
"P39","No sabe",0.058,0.047,0.2,0.017
"P40","Alberto Fernández presidente – Daniel Scioli vice",0.816,0.718,0.336,0.763
"P40","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.03,0.098,0.267,0.015
"P40","No sabe",0.154,0.184,0.397,0.222
"P41","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.466,0.875,0.359,0.821
"P41","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.094,0.032,0.249,0.004
"P41","No sabe",0.44,0.093,0.392,0.175
"P42","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.664,0.888,0.562,0.964
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.132,0.089,0.219,0.004
"P42","No sabe",0.204,0.023,0.219,0.032
"P43","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.52,0.867,0.323,0.832
"P43","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.084,0.073,0.226,0.018
"P43","No sabe",0.396,0.06,0.451,0.15
"P44","Mauricio Macri – María Eugenia Vidal",0.117,0.057,0.22,0.092
"P44","Sergio Massa – Wado de Pedro",0.432,0.901,0.352,0.746
"P44","No sabe",0.451,0.042,0.428,0.162
"P45","Sergio Massa – Wado de Pedro",0.561,0.797,0.293,0.782
"P45","Javier Milei – José Luis Espert",0.043,0.162,0.232,0.074
"P45","No sabe",0.396,0.041,0.475,0.144
"P46","Horacio Rodríguez Larreta – Gerardo Morales",0.127,0.234,0.197,0.149
"P46","Javier Milei – José Luis Espert",0.043,0.111,0.132,0.033
"P46","No sabe",0.83,0.655,0.671,0.818
"P47","Muy buena",0.294,0.178,0.132,0.125
"P47","Buena",0.324,0.303,0.118,0.369
"P47","Ni buena ni mala",0.255,0.304,0.384,0.332
"P47","Mala",0.108,0.049,0.141,0.146
"P47","Muy mala",0.019,0.157,0.225,0.023
"P47","No sabe",0,0.009,0,0.005
"P48","Muy buena",0.545,0.21,0.049,0.132
"P48","Buena",0.365,0.442,0.174,0.385
"P48","Ni buena ni mala",0.03,0.229,0.326,0.288
"P48","Mala",0.04,0.064,0.123,0.15
"P48","Muy mala",0.02,0.055,0.328,0.042
"P48","No sabe",0,0,0,0.003
"P49","Muy buena",0.694,0.406,0.242,0.827
"P49","Buena",0.241,0.235,0.221,0.123
"P49","Ni buena ni mala",0.01,0.123,0.144,0.039
"P49","Mala",0.034,0.085,0.041,0.005
"P49","Muy mala",0.021,0.151,0.352,0.004
"P49","No sabe",0,0,0,0.002
"P50","Muy buena",0.109,0.032,0.129,0.069
"P50","Buena",0.015,0.109,0.212,0.008
"P50","Ni buena ni mala",0.152,0.094,0.043,0.014
"P50","Mala",0.451,0.248,0.194,0.123
"P50","Muy mala",0.273,0.507,0.419,0.786
"P50","No sabe",0,0.01,0.003,0
"P51","Muy buena",0.124,0.08,0.1,0.008
"P51","Buena",0.065,0.07,0.219,0.017
"P51","Ni buena ni mala",0.129,0.208,0.147,0.083
"P51","Mala",0.437,0.259,0.208,0.151
"P51","Muy mala",0.187,0.383,0.232,0.739
"P51","No sabe",0.058,0,0.094,0.002
"P52","Muy buena",0.201,0.599,0.054,0.116
"P52","Buena",0.373,0.215,0.242,0.336
"P52","Ni buena ni mala",0.245,0.106,0.345,0.314
"P52","Mala",0.094,0.028,0.143,0.131
"P52","Muy mala",0.029,0.052,0.206,0.102
"P52","No sabe",0.058,0,0.01,0.001
"P53","Muy buena",0.081,0.062,0.182,0.017
"P53","Buena",0.086,0.094,0.07,0.038
"P53","Ni buena ni mala",0.249,0.226,0.157,0.049
"P53","Mala",0.249,0.154,0.136,0.105
"P53","Muy mala",0.277,0.464,0.384,0.788
"P53","No sabe",0.058,0,0.071,0.003
"P54","Muy buena",0.088,0.086,0.169,0.002
"P54","Buena",0.039,0.057,0.18,0.006
"P54","Ni buena ni mala",0.296,0.146,0.169,0.078
"P54","Mala",0.235,0.17,0.184,0.107
"P54","Muy mala",0.284,0.524,0.287,0.799
"P54","No sabe",0.058,0.017,0.011,0.008
"P55","Muy buena",0.082,0.062,0.122,0
"P55","Buena",0.08,0.044,0.195,0.006
"P55","Ni buena ni mala",0.22,0.191,0.139,0.032
"P55","Mala",0.244,0.161,0.163,0.129
"P55","Muy mala",0.315,0.532,0.334,0.826
"P55","No sabe",0.059,0.01,0.047,0.007
"P56","Muy buena",0.314,0.268,0.128,0.159
"P56","Buena",0.242,0.336,0.264,0.429
"P56","Ni buena ni mala",0.186,0.171,0.272,0.28
"P56","Mala",0.082,0.081,0.089,0.071
"P56","Muy mala",0.117,0.114,0.199,0.061
"P56","No sabe",0.059,0.03,0.048,0
"P57","Muy buena",0.09,0.148,0.043,0.032
"P57","Buena",0.064,0.231,0.089,0.147
"P57","Ni buena ni mala",0.333,0.313,0.366,0.42
"P57","Mala",0.237,0.061,0.109,0.195
"P57","Muy mala",0.105,0.178,0.224,0.18
"P57","No sabe",0.171,0.069,0.169,0.026
"P58","Muy buena",0.09,0.022,0.057,0
"P58","Buena",0.007,0.164,0.08,0.028
"P58","Ni buena ni mala",0.318,0.437,0.356,0.18
"P58","Mala",0.239,0.141,0.121,0.165
"P58","Muy mala",0.171,0.203,0.225,0.603
"P58","No sabe",0.175,0.033,0.161,0.024
"P59","Siempre",0.331,0.394,0.304,0.333
"P59","Casi siempre",0.332,0.398,0.36,0.432
"P59","Casi nunca",0.107,0.11,0.222,0.144
"P59","Nunca, pero esta es una excepción",0.23,0.098,0.114,0.091
"P60","Si",0.681,0.679,0.476,0.607
"P60","No",0.319,0.321,0.524,0.393
