"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Fernandez","Macri","Lavagna"
"Wado de Pedro a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendenta por Unión por la Patria",0.222,0.168,0.275,0.17,0.224,0.313,0.185,0.153,0.255,0.259,0.231,0.164,0.239,0.396,0.06,0.175
"Daniel Scioli a presidente, Victoria Tolosa Paz a gobernadora y Julio Zamora a intendente por Unión por la Patria",0.144,0.142,0.145,0.169,0.161,0.118,0.077,0.147,0.161,0.104,0.161,0.122,0.136,0.268,0.056,0.182
"Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Nicolás Massot a intendente por Juntos por el Cambio",0.215,0.226,0.204,0.198,0.15,0.254,0.384,0.206,0.197,0.262,0.218,0.202,0.217,0.08,0.493,0.05
"Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Segundo Cernadas a intendente por Juntos por el Cambio",0.097,0.117,0.078,0.065,0.094,0.11,0.155,0.096,0.081,0.131,0.086,0.043,0.129,0.054,0.161,0.203
"Javier Milei a presidente, Carolina Piparo a gobernadora y Martín Urionagüena a intendente por la Libertad Avanza",0.151,0.205,0.1,0.285,0.124,0.076,0.08,0.173,0.164,0.096,0.083,0.229,0.186,0.064,0.204,0.258
"A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.035,0.048,0.022,0.01,0.068,0.02,0.006,0.033,0.028,0.05,0.062,0.003,0.021,0.024,0.002,0
"En blanco",0.044,0.039,0.049,0.043,0.058,0.021,0.037,0.059,0.031,0.047,0.071,0.042,0.018,0.002,0.002,0
"No sabe",0.092,0.055,0.127,0.06,0.121,0.088,0.076,0.133,0.083,0.051,0.088,0.195,0.054,0.112,0.022,0.132
