"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P06","Al candidato del Frente de Todos",0.216,0.315,0.561,0.356
"P06","Al candidato de Juntos por el Cambio",0.57,0.342,0.088,0.105
"P06","Al candidato de los liberales - libertarios",0.111,0.138,0.127,0.16
"P06","Al candidato de la Izquierda",0.009,0.041,0.088,0.056
"P06","A otro candidato",0.048,0.061,0.075,0.102
"P06","No sabe",0.046,0.103,0.061,0.221
"P07","A Malena Galmarini",0.262,0.309,0.438,0.252
"P07","A Julio Zamora",0.636,0.601,0.39,0.365
"P07","No sabe",0.102,0.09,0.172,0.383
"P08","Positiva",0.254,0.23,0.368,0.322
"P08","Neutra",0.151,0.423,0.139,0.119
"P08","Negativa",0.539,0.272,0.443,0.213
"P08","No sabe",0.056,0.075,0.05,0.346
"P09","Positiva",0.334,0.38,0.458,0.389
"P09","Neutra",0.199,0.395,0.129,0.215
"P09","Negativa",0.436,0.211,0.396,0.252
"P09","No sabe",0.031,0.014,0.017,0.144
"P11","Positiva",0.182,0.108,0.04,0.065
"P11","Neutra",0.313,0.529,0.267,0.148
"P11","Negativa",0.177,0.072,0.327,0.094
"P11","No sabe",0.328,0.291,0.366,0.693
"P12","Positiva",0.316,0.112,0.085,0.052
"P12","Neutra",0.309,0.577,0.24,0.161
"P12","Negativa",0.182,0.072,0.504,0.072
"P12","No sabe",0.193,0.239,0.171,0.715
"P13","La seguridad",0.336,0.261,0.231,0.208
"P13","El tránsito",0.053,0.033,0.046,0.04
"P13","El arreglo de las calles",0.111,0.162,0.096,0.054
"P13","El estado de las escuelas y la educación",0.055,0.051,0.067,0.082
"P13","El sistema de salud",0.037,0.091,0.126,0.075
"P13","El deporte y la cultura",0.133,0.084,0.159,0.225
"P13","La obra pública",0.033,0.031,0.082,0.026
"P13","La luminaria",0.101,0.063,0.057,0.126
"P13","No sabe",0.141,0.224,0.136,0.164
"P14","La seguridad",0.255,0.233,0.184,0.159
"P14","El tránsito",0.117,0.098,0.12,0.046
"P14","El arreglo de las calles",0.151,0.104,0.132,0.163
"P14","El estado de las escuelas y la educación",0.195,0.239,0.19,0.222
"P14","El sistema de salud",0.103,0.142,0.147,0.186
"P14","El deporte y la cultura",0.019,0.014,0.043,0.053
"P14","La obra pública",0.037,0.033,0.04,0.003
"P14","La luminaria",0.038,0.024,0.007,0.065
"P14","No sabe",0.085,0.113,0.137,0.103
"P15","Agua corriente y cloacas",0.507,0.504,0.494,0.379
"P15","Energía eléctrica",0.165,0.115,0.115,0.177
"P15","Red de gas natural",0.053,0.043,0.024,0.145
"P15","Recolección de residuos",0.109,0.128,0.139,0.08
"P15","Ninguno",0.166,0.21,0.228,0.219
"P16","Los robos",0.376,0.339,0.27,0.324
"P16","El narcotráfico",0.338,0.238,0.201,0.159
"P16","La ausencia de patrulleros y personal policial",0.141,0.176,0.227,0.106
"P16","Otro",0.098,0.17,0.163,0.239
"P16","Ninguno",0.047,0.077,0.139,0.172
"P17","Frente de Todos y el peronismo",0.166,0.298,0.497,0.359
"P17","Cambiemos",0.525,0.254,0.092,0.094
"P17","Liberales Libertarios",0.183,0.181,0.198,0.346
"P17","Izquierda",0.011,0.071,0.065,0.023
"P17","No sabe",0.115,0.196,0.148,0.178
"P19","A Alberto Fernández",0.393,0.489,0.171,0.67
"P19","A Sergio Massa",0.139,0.233,0.314,0.193
"P19","A algún candidato del peronismo",0.445,0.106,0.084,0.076
"P19","A algún candidato del kirchnerismo",0.023,0.172,0.431,0.061
"P20","Seguro la votaria",0.248,0.654,0.738,0.79
"P20","Quizás la votaría",0.215,0.259,0.11,0.134
"P20","Nunca la votaría",0.537,0.087,0.152,0.076
"P21","A Horacio Rodriguez Larreta",0.474,0.444,0.262,0.312
"P21","A Mauricio Macri",0.275,0.349,0.109,0.239
"P21","A Patricia Bullrich",0.233,0.125,0.244,0.288
"P21","A Facundo Manes",0.017,0.029,0.361,0.161
"P21","A Martín Lousteau",0.001,0.053,0.024,0
"P22","Seguro lo votaria",0.175,0.278,0.441,0.454
"P22","Quizás lo votaría",0.286,0.273,0.254,0.339
"P22","Nunca lo votaría",0.539,0.449,0.305,0.207
"P23","Positiva",0.192,0.269,0.381,0.278
"P23","Neutra",0.11,0.258,0.231,0.183
"P23","Negativa",0.682,0.473,0.385,0.441
"P23","No sabe",0.016,0,0.003,0.098
"P24","Positiva",0.511,0.181,0.151,0.15
"P24","Neutra",0.18,0.222,0.115,0.134
"P24","Negativa",0.309,0.596,0.73,0.664
"P24","No sabe",0,0.001,0.004,0.052
"P25","Positiva",0.183,0.27,0.484,0.34
"P25","Neutra",0.059,0.16,0.088,0.146
"P25","Negativa",0.743,0.563,0.427,0.465
"P25","No sabe",0.015,0.007,0.001,0.049
"P26","Positiva",0.589,0.431,0.163,0.164
"P26","Neutra",0.199,0.293,0.153,0.147
"P26","Negativa",0.194,0.263,0.668,0.577
"P26","No sabe",0.018,0.013,0.016,0.112
"P27","Positiva",0.222,0.355,0.359,0.186
"P27","Neutra",0.147,0.212,0.15,0.321
"P27","Negativa",0.631,0.428,0.488,0.429
"P27","No sabe",0,0.005,0.003,0.064
"P28","Positiva",0.67,0.323,0.185,0.221
"P28","Neutra",0.128,0.28,0.091,0.126
"P28","Negativa",0.202,0.368,0.721,0.541
"P28","No sabe",0,0.029,0.003,0.112
"P29","Positiva",0.399,0.187,0.232,0.415
"P29","Neutra",0.319,0.415,0.059,0.055
"P29","Negativa",0.254,0.37,0.702,0.345
"P29","No sabe",0.028,0.028,0.007,0.185
