"var","categoria","Mejor","Igual","Peor","No sabe"
"P11","Al Frente de todos",0.726,0.351,0.216,0.294
"P11","A Juntos",0.166,0.356,0.543,0.383
"P11","Al Frente de Izquierda",0.015,0.064,0.02,0
"P11","Al Partido Avanza libertad",0.085,0.056,0.109,0.118
"P11","A “Vamos con vos""",0,0.059,0.015,0
"P11","Votaría en blanco o anularía",0.008,0.114,0.097,0.205
