"var","categoria","Mejor","Igual","Peor","No sabe"
"P11","Al Frente de todos",0.452,0.392,0.229,0.347
"P11","A Juntos",0.17,0.358,0.538,0.391
"P11","Al Frente de Izquierda",0.19,0.005,0.017,0
"P11","Al Partido Avanza libertad",0.028,0.139,0.089,0
"P11","A “Vamos con vos""",0,0.026,0.028,0
"P11","Votaría en blanco o anularía",0.16,0.08,0.099,0.262
