"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Al Frente de todos",0.394,0.393,0.396,0.421,0.399,0.375,0.369,0.414,0.416,0.331,0.708,0.14,0.198
"A Juntos",0.406,0.381,0.429,0.264,0.412,0.477,0.509,0.383,0.361,0.513,0.193,0.75,0.38
"Al Frente de Izquierda",0.04,0.044,0.036,0.066,0.039,0.04,0.001,0.036,0.041,0.043,0.023,0.005,0.164
"Al Partido Avanza libertad",0.075,0.094,0.056,0.182,0.047,0.043,0.025,0.062,0.095,0.058,0.021,0.083,0.11
"A “Vamos con vos""",0.024,0.021,0.028,0.021,0.029,0.011,0.038,0.032,0.022,0.018,0.01,0.001,0.127
"Votaría en blanco o anularía",0.061,0.067,0.055,0.046,0.074,0.054,0.058,0.073,0.065,0.037,0.045,0.021,0.021
