"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Al Frente de todos",0.395,0.398,0.393,0.4,0.402,0.387,0.384,0.432,0.408,0.322,0.709,0.138,0.177
"A Juntos",0.372,0.351,0.39,0.233,0.382,0.453,0.467,0.342,0.325,0.498,0.174,0.744,0.359
"Al Frente de Izquierda",0.038,0.044,0.032,0.054,0.041,0.037,0.001,0.031,0.039,0.044,0.023,0.005,0.147
"Al Partido Avanza libertad",0.077,0.104,0.054,0.177,0.053,0.041,0.023,0.058,0.102,0.06,0.018,0.092,0.178
"A “Vamos con vos""",0.025,0.025,0.025,0.029,0.027,0.01,0.034,0.037,0.019,0.02,0.009,0.001,0.113
"Votaría en blanco o anularía",0.093,0.078,0.106,0.107,0.095,0.072,0.091,0.1,0.107,0.056,0.067,0.02,0.026
