"var","categoria","Si","No"
"P06","Andres Peressini por Iguales",0.196,0.176
"P06","Sergio Soto por MPN",0.126,0.13
"P06","Luis Bertolini por Desarrollo Ciudadano",0.175,0.194
"P06","Karina Ortiz por Unión por Plotier",0.122,0.079
"P06","Norberto Calducci por el Frente de Izquierda",0.036,0.112
"P06","Hector Agostino por el Partido Autonomista",0.008,0.008
"P06","No sabe",0.337,0.301
"P10","Lo votaría",0.231,0.155
"P10","Puede que lo vote",0.021,0.154
"P10","Nunca lo votaría",0.625,0.457
"P10","No sabe",0.123,0.234
"P11","Lo votaría",0.255,0.228
"P11","Puede que lo vote",0.104,0.166
"P11","Nunca lo votaría",0.439,0.332
"P11","No sabe",0.202,0.274
"P12","Lo votaría",0.37,0.234
"P12","Puede que lo vote",0.102,0.216
"P12","Nunca lo votaría",0.407,0.444
"P12","No sabe",0.121,0.106
"P13","Lo votaría",0.221,0.137
"P13","Puede que lo vote",0.132,0.197
"P13","Nunca lo votaría",0.528,0.455
"P13","No sabe",0.119,0.211
"P14","Lo votaría",0.195,0.155
"P14","Puede que lo vote",0.008,0.144
"P14","Nunca lo votaría",0.545,0.456
"P14","No sabe",0.252,0.245
"P15","Lo votaría",0.182,0.093
"P15","Puede que lo vote",0.082,0.149
"P15","Nunca lo votaría",0.515,0.438
"P15","No sabe",0.221,0.32
