"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P06","Andres Peressini por Iguales",0.104,0.214,0.184,0.137
"P06","Sergio Soto por MPN",0.421,0.209,0.018,0.019
"P06","Luis Bertolini por Desarrollo Ciudadano",0.111,0.19,0.241,0.099
"P06","Karina Ortiz por Unión por Plotier",0.147,0.175,0.11,0.019
"P06","Norberto Calducci por el Frente de Izquierda",0.011,0.097,0.117,0.023
"P06","Hector Agostino por el Partido Autonomista",0.079,0.03,0.014,0
"P06","No sabe",0.127,0.085,0.316,0.703
"P11","Lo votaría",0.636,0.238,0.174,0.082
"P11","Puede que lo vote",0.087,0.511,0.112,0.025
"P11","Nunca lo votaría",0.173,0.202,0.513,0.219
"P11","No sabe",0.104,0.049,0.201,0.674
"P12","Lo votaría",0.524,0.315,0.206,0.155
"P12","Puede que lo vote",0.192,0.353,0.141,0.118
"P12","Nunca lo votaría",0.201,0.332,0.588,0.356
"P12","No sabe",0.083,0,0.065,0.371
"P13","Lo votaría",0.503,0.167,0.095,0.062
"P13","Puede que lo vote",0.107,0.469,0.189,0.05
"P13","Nunca lo votaría",0.345,0.333,0.59,0.31
"P13","No sabe",0.045,0.031,0.126,0.578
"P14","Lo votaría",0.424,0.298,0.095,0
"P14","Puede que lo vote",0.099,0.29,0.093,0.017
"P14","Nunca lo votaría",0.346,0.412,0.606,0.214
"P14","No sabe",0.131,0,0.206,0.769
"P15","Lo votaría",0.571,0.106,0.021,0
"P15","Puede que lo vote",0.045,0.479,0.102,0.07
"P15","Nunca lo votaría",0.328,0.386,0.606,0.172
"P15","No sabe",0.056,0.029,0.271,0.758
"P16","Si",0.382,0.053,0.363,0.179
"P16","No",0.618,0.947,0.637,0.821
